"","Model"
"Jan. Low Flow",12.3
"Feb. Low Flow",21.9
"Mar. Low Flow",41.5
"Apr. Low Flow",55.1
"May Low Flow",82.9
"Jun. Low Flow",80.6
"Jul. Low Flow",61.2
"Aug. Low Flow",39.2
"Sep. Low Flow",27.5
"Oct. Low Flow",17.2
"Nov. Low Flow",14.4
"Dec. Low Flow",11.8
