"","flow","rivseg","basin","river","DAsqmi","bascd","Upstream","Downstream","downseg","upseg"
"59",0,"EM0_4323_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",7.717539787,"EM","4323","0000","NA","NA"
"60",0,"EM0_4324_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",44.3266983,"EM","4324","0000","NA","NA"
"61",3,"EM3_4325_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",47.74819946,"EM","4325","0000","NA","NA"
"62",3,"EM3_4326_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",19.34129906,"EM","4326","0000","NA","NA"
"63",4,"EM4_4740_0000","Eastern Shore of Chesapeake Bay","Choptank River",40.66490173,"EM","4740","0000","NA","NA"
"64",0,"EM0_4870_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.41010094,"EM","4870","0000","NA","NA"
"65",0,"EM0_4871_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",10.35529995,"EM","4871","0000","NA","NA"
"66",0,"EM0_4875_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",11.63949966,"EM","4875","0000","NA","NA"
"67",0,"EM0_4872_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",103.8010025,"EM","4872","0000","NA","NA"
"68",0,"EM0_4874_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",36.91059875,"EM","4874","0000","NA","NA"
"69",0,"EM0_4880_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",17.34550095,"EM","4880","0000","NA","NA"
"70",0,"EM0_4881_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",15.27519989,"EM","4881","0000","NA","NA"
"71",0,"EM0_4882_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",19.22529984,"EM","4882","0000","NA","NA"
"72",0,"EM0_4883_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",14.23029995,"EM","4883","0000","NA","NA"
"73",0,"EM0_4884_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.22344017,"EM","4884","0000","NA","NA"
"74",0,"EM0_4885_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.60700035,"EM","4885","0000","NA","NA"
"75",0,"EM0_4886_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",8.288089752,"EM","4886","0000","NA","NA"
"76",0,"EM0_5261_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",10.42039967,"EM","5261","0000","NA","NA"
"77",0,"EM0_4887_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",26.00399971,"EM","4887","0000","NA","NA"
"78",0,"EM0_4888_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.757420063,"EM","4888","0000","NA","NA"
"79",0,"EM0_5260_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",26.12030029,"EM","5260","0000","NA","NA"
"80",1,"EU1_2650_0001","Eastern Shore of Chesapeake Bay","Big Elk Creek",53.21080017,"EU","2650","0001","NA","NA"
"81",1,"EU1_2810_0001","Eastern Shore of Chesapeake Bay","Little Northeast Creek",55.85179901,"EU","2810","0001","NA","NA"
"82",0,"EU0_2940_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",21.47500038,"EU","2940","0000","NA","NA"
"83",0,"EU0_2941_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.398849964,"EU","2941","0000","NA","NA"
"84",1,"EU1_2980_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",36.94940186,"EU","2980","0000","NA","NA"
"85",1,"EU1_2981_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",6.871170044,"EU","2981","0000","NA","NA"
"86",1,"EU1_2982_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.981800079,"EU","2982","0000","NA","NA"
"87",1,"EU1_2983_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",8.447669983,"EU","2983","0000","NA","NA"
"88",1,"EU1_2984_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",15.67020035,"EU","2984","0000","NA","NA"
"89",0,"EU0_2985_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.121039867,"EU","2985","0000","NA","NA"
"90",0,"EU0_3010_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",1.407660007,"EU","3010","0000","NA","NA"
"91",0,"EU0_3050_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",15.23799992,"EU","3050","0000","NA","NA"
"92",0,"EU0_3200_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",14.49090004,"EU","3200","0000","NA","NA"
"93",0,"EU0_3201_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",20.05190086,"EU","3201","0000","NA","NA"
"94",0,"EU0_3202_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",3.909049988,"EU","3202","0000","NA","NA"
"95",0,"EU0_3203_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",12.02589989,"EU","3203","0000","NA","NA"
"96",0,"EU0_3300_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",12.40839958,"EU","3300","0000","NA","NA"
"97",0,"EU0_3360_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",24.86520004,"EU","3360","0000","NA","NA"
"98",0,"EU0_3361_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",17.19400024,"EU","3361","0000","NA","NA"
"99",0,"EU0_3362_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",23.66329956,"EU","3362","0000","NA","NA"
"100",0,"EU0_3363_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.41110039,"EU","3363","0000","NA","NA"
"101",2,"EU2_3520_0001","Eastern Shore of Chesapeake Bay","Chester River Andover Branch",96.57859802,"EU","3520","0001","NA","NA"
"102",0,"EU0_3570_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",21.34970093,"EU","3570","0000","NA","NA"
"103",0,"EU0_3571_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",11.94639969,"EU","3571","0000","NA","NA"
"104",0,"EU0_3572_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.264649868,"EU","3572","0000","NA","NA"
"105",0,"EU0_3573_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",13.49740028,"EU","3573","0000","NA","NA"
"106",0,"EU0_3700_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.35320091,"EU","3700","0000","NA","NA"
"107",0,"EU0_3720_0000","Eastern Shore of Chesapeake Bay","Chester River",28.12689972,"EU","3720","0000","NA","NA"
"108",0,"EU0_3721_0000","Eastern Shore of Chesapeake Bay","Chester River",7.325960159,"EU","3721","0000","NA","NA"
"109",0,"EU0_3722_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",23.42329979,"EU","3722","0000","NA","NA"
"110",0,"EU0_3724_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",34.62519836,"EU","3724","0000","NA","NA"
"111",0,"EU0_3725_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",6.292490005,"EU","3725","0000","NA","NA"
"112",0,"EU0_3830_0001","Eastern Shore of Chesapeake Bay","Chester River Unicorn Branch",20.07729912,"EU","3830","0001","NA","NA"
"113",0,"EU0_4010_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",11.31110001,"EU","4010","0000","NA","NA"
"114",0,"EU0_4011_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",9.04461956,"EU","4011","0000","NA","NA"
"115",0,"EU0_4012_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",4.653379917,"EU","4012","0000","NA","NA"
"116",0,"EU0_4013_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",12.33839989,"EU","4013","0000","NA","NA"
"117",0,"EU0_4014_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",10.05630016,"EU","4014","0000","NA","NA"
"118",0,"EU0_4015_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",5.797150135,"EU","4015","0000","NA","NA"
"119",0,"EU0_4030_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",54.38069916,"EU","4030","0000","NA","NA"
"120",0,"EU0_4122_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",36.03110123,"EU","4122","0000","NA","NA"
"121",0,"EU0_4120_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",79.38729858,"EU","4120","0000","NA","NA"
"122",0,"EU0_4121_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",2.227900028,"EU","4121","0000","NA","NA"
"123",0,"EU0_4260_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",26.4178009,"EU","4260","0000","NA","NA"
"124",0,"EU0_4470_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",29.70969963,"EU","4470","0000","NA","NA"
"125",0,"EU0_4471_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",11.02250004,"EU","4471","0000","NA","NA"
"126",0,"EU0_4472_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",4.007380009,"EU","4472","0000","NA","NA"
"127",0,"EU0_4473_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",13.69970036,"EU","4473","0000","NA","NA"
"128",0,"EU0_4474_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",16.9095993,"EU","4474","0000","NA","NA"
"129",0,"EU0_4475_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.72719955,"EU","4475","0000","NA","NA"
"130",0,"EU0_4491_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",6.338419914,"EU","4491","0000","NA","NA"
"131",0,"EU0_4490_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",37.145401,"EU","4490","0000","NA","NA"
"132",0,"EU0_4550_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",78.23210144,"EU","4550","0000","NA","NA"
"133",0,"EU0_4610_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",10.93929958,"EU","4610","0000","NA","NA"
"134",0,"EU0_4700_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",25.04249954,"EU","4700","0000","NA","NA"
"135",0,"EU0_4873_0000","Eastern Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",17.86770058,"EU","4873","0000","NA","NA"
"138",5,"JA5_7460_0000","James River Basin","Appomatox River",22.75839996,"JA","7460","0000","NA","NA"
"139",5,"JA5_7520_0000","James River Basin","Appomatox River",50.31200027,"JA","7520","0000","NA","NA"
"144",0,"JB0_7050_0000","James River Basin","Chicahominy River",106.9260025,"JB","7050","0000","NA","NA"
"145",0,"JB0_7051_0001","James River Basin","Yarmouth Creek",4.475359917,"JB","7051","0001","NA","NA"
"146",0,"JB0_7052_0001","James River Basin","Diascund Creek",43.7358017,"JB","7052","0001","NA","NA"
"147",0,"JB0_7071_0000","James River Basin","James River",158.5910034,"JB","7071","0000","NA","NA"
"148",0,"WU0_3161_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",9.320989609,"WU","3161","0000","NA","NA"
"149",0,"WU0_3162_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",10.40530014,"WU","3162","0000","NA","NA"
"151",0,"WU0_3250_0001","Western Shore of Chesapeake Bay","Bynum Run",22.77429962,"WU","3250","0001","NA","NA"
"152",0,"WU0_3251_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",8.625359535,"WU","3251","0000","NA","NA"
"153",0,"WU0_3252_0000","Western Shore of Chesapeake Bay","Drains to Tidal Water - No River Simulation",18.19099998,"WU","3252","0000","NA","NA"
"154",0,"JB0_7072_0000","James River Basin","Drains to Tidal Water - No River Simulation",106.8700027,"JB","7072","0000","NA","NA"
"155",0,"JB0_7073_0000","James River Basin","Drains to Tidal Water - No River Simulation",69.16210175,"JB","7073","0000","NA","NA"
"156",0,"JB0_7074_0000","James River Basin","Drains to Tidal Water - No River Simulation",132.3200073,"JB","7074","0000","NA","NA"
"157",0,"JB0_7270_0000","James River Basin","James River",103.0449982,"JB","7270","0000","NA","NA"
"162",0,"PL0_4510_0001","Potomac River Basin","Annacostia River",52.1405983,"PL","4510","0001","NA","NA"
"163",1,"PL1_4540_0001","Potomac River Basin","North East Branch Annacostia River",75.03959656,"PL","4540","0001","NA","NA"
"164",2,"PL2_4810_0000","Potomac River Basin","Annacostia River",32.67860031,"PL","4810","0000","NA","NA"
"165",2,"PL2_5800_0000","Potomac River Basin","Zekiah Swamp Run",6.431709766,"PL","5800","0000","NA","NA"
"166",0,"PL0_5830_0001","Potomac River Basin","McIntosh Run",29.32830048,"PL","5830","0001","NA","NA"
"167",0,"PL0_5850_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",28.78100014,"PL","5850","0000","NA","NA"
"168",0,"PL0_5860_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",2.797749996,"PL","5860","0000","NA","NA"
"169",0,"PL0_5900_0000","Potomac River Basin","Drains to Tidal Water - No River Simulation",18.59090042,"PL","5900","0000","NA","NA"
