"","RIVSEG","NA"
"1","PL0_5141_5140",1
"2","PL1_5370_5470",1
"3","PL2_4970_5250",1
"4","PL2_5140_5360",1
"5","PL2_5470_5360",1
"6","PL3_5250_0001",3
"7","PL3_5360_5250",2
