"","Model"
"Jan. Low Flow",39.3
"Feb. Low Flow",80.4
"Mar. Low Flow",100
"Apr. Low Flow",163
"May Low Flow",202
"Jun. Low Flow",184
"Jul. Low Flow",130
"Aug. Low Flow",91
"Sep. Low Flow",65.8
"Oct. Low Flow",52.3
"Nov. Low Flow",48
"Dec. Low Flow",42.6
