"","Model"
"Overall Mean Flow",301
"Jan. Mean Flow",427
"Feb. Mean Flow",615
"Mar. Mean Flow",543
"Apr. Mean Flow",400
"May Mean Flow",287
"Jun. Mean Flow",193
"Jul. Mean Flow",136
"Aug. Mean Flow",133
"Sep. Mean Flow",138
"Oct. Mean Flow",141
"Nov. Mean Flow",242
"Dec. Mean Flow",374
