"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",155,24.5,49.5,66.8,70.5,78,96.5,99,66,39.8,23,20,17.9,169,154,217,220,160,191,71.3,59.6,167,105,168,169,0.45,10,0.663,10.7,1.09,12.4,3.33,18.9,10.1,54.3,3.02,2002,5.18,13,91.4,433,1040,12,77.4,130,376,516,460,230,542,436,221,188,179,100,133,29400,2490,14900,1310,6920,874,1680,422,622,257,50.1750410958904
"Model",155,28.7,39.6,79.8,70.7,89.6,93.5,67.4,42.7,44.4,24.7,34.4,23.9,184,193,251,182,140,121,101,82.6,159,104,169,165,2.54,13,2.77,14,3.26,16.8,6.87,27.7,19.6,63.5,4.93,1999,8.55,16.9,95.8,418,1160,16.5,79.9,174,352,348,355,302,587,295,294,203,225,123,150,9720,2890,3650,1440,2060,748,726,369,503,245,46.3898540354903
"Pct. Error",0,17.1,-20,19.5,0.284,14.9,-3.11,-31.9,-35.3,11.6,7.39,72,33.5,8.88,25.3,15.7,-17.3,-12.5,-36.6,41.7,38.6,-4.79,-0.952,0.595,-2.37,464,30,318,30.8,199,35.5,106,46.6,94.1,16.9,63.2,100,65.1,30,4.81,-3.46,11.5,37.5,3.23,33.8,-6.38,-32.6,-22.8,31.3,8.3,-32.3,33,7.98,25.7,23,12.8,-66.9,16.1,-75.5,9.92,-70.2,-14.4,-56.8,-12.6,-19.1,-4.67,-7.54
