"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",90.7,94,3.64
"Jan. Mean Flow",146,139,-4.79
"Feb. Mean Flow",150,156,4
"Mar. Mean Flow",186,185,-0.538
"Apr. Mean Flow",114,112,-1.75
"May Mean Flow",86.9,73.6,-15.3
"Jun. Mean Flow",50.8,47.4,-6.69
"Jul. Mean Flow",30.7,39.8,29.6
"Aug. Mean Flow",31.9,37.7,18.2
"Sep. Mean Flow",50.2,82.5,64.3
"Oct. Mean Flow",41.2,52.9,28.4
"Nov. Mean Flow",82.6,90.2,9.2
"Dec. Mean Flow",123,117,-4.88
