"","Model"
"Min. 1 Day Min",2.51
"Med. 1 Day Min",13.8
"Min. 3 Day Min",2.61
"Med. 3 Day Min",14.1
"Min. 7 Day Min",2.88
"Med. 7 Day Min",15
"Min. 30 Day Min",5.29
"Med. 30 Day Min",21.8
"Min. 90 Day Min",14.8
"Med. 90 Day Min",38.5
"7Q10",6.21
"Year of 90-Day Low Flow",2002
"Drought Year Mean",37.4818197804712
"Mean Baseflow",77
