"","Model"
"Overall Mean Flow",131
"Jan. Mean Flow",164
"Feb. Mean Flow",193
"Mar. Mean Flow",242
"Apr. Mean Flow",192
"May Mean Flow",125
"Jun. Mean Flow",108
"Jul. Mean Flow",75.1
"Aug. Mean Flow",67.7
"Sep. Mean Flow",109
"Oct. Mean Flow",79.7
"Nov. Mean Flow",105
"Dec. Mean Flow",119
