"","Model"
"Jan. Low Flow",36
"Feb. Low Flow",75.9
"Mar. Low Flow",94.1
"Apr. Low Flow",148
"May Low Flow",213
"Jun. Low Flow",242
"Jul. Low Flow",172
"Aug. Low Flow",117
"Sep. Low Flow",65.7
"Oct. Low Flow",37.3
"Nov. Low Flow",46.5
"Dec. Low Flow",37.1
