"","Model"
"Overall Mean Flow",198
"Jan. Mean Flow",330
"Feb. Mean Flow",335
"Mar. Mean Flow",428
"Apr. Mean Flow",339
"May Mean Flow",114
"Jun. Mean Flow",133
"Jul. Mean Flow",73.7
"Aug. Mean Flow",65.7
"Sep. Mean Flow",152
"Oct. Mean Flow",126
"Nov. Mean Flow",121
"Dec. Mean Flow",173
