"","Model"
"Overall Mean Flow",107
"Jan. Mean Flow",140
"Feb. Mean Flow",198
"Mar. Mean Flow",201
"Apr. Mean Flow",149
"May Mean Flow",103
"Jun. Mean Flow",84.7
"Jul. Mean Flow",60.7
"Aug. Mean Flow",60.8
"Sep. Mean Flow",54.3
"Oct. Mean Flow",57.4
"Nov. Mean Flow",79.3
"Dec. Mean Flow",105
