"","Model"
"Min. 1 Day Min",0.0415
"Med. 1 Day Min",1.96
"Min. 3 Day Min",0.0473
"Med. 3 Day Min",2.28
"Min. 7 Day Min",0.0641
"Med. 7 Day Min",3.05
"Min. 30 Day Min",0.666
"Med. 30 Day Min",6.31
"Min. 90 Day Min",6.19
"Med. 90 Day Min",23.1
"7Q10",0.541
"Year of 90-Day Low Flow",2002
"Drought Year Mean",33.3109290731873
"Mean Baseflow",46.6
