"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",29.6
"Min. 3 Day Min",-2.74e-14
"Med. 3 Day Min",29.9
"Min. 7 Day Min",7.61e-16
"Med. 7 Day Min",31.5
"Min. 30 Day Min",0.147
"Med. 30 Day Min",45.3
"Min. 90 Day Min",10.6
"Med. 90 Day Min",75.4
"7Q10",0.353
"Year of 90-Day Low Flow",2002
"Drought Year Mean",40.0557252596959
"Mean Baseflow",156
