"","Model"
"Overall Mean Flow",272
"Jan. Mean Flow",347
"Feb. Mean Flow",428
"Mar. Mean Flow",485
"Apr. Mean Flow",415
"May Mean Flow",316
"Jun. Mean Flow",261
"Jul. Mean Flow",162
"Aug. Mean Flow",126
"Sep. Mean Flow",178
"Oct. Mean Flow",132
"Nov. Mean Flow",209
"Dec. Mean Flow",219
