"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",661,488,-26.2
"Feb. Low Flow",751,741,-1.33
"Mar. Low Flow",1260,1240,-1.59
"Apr. Low Flow",1480,1490,0.676
"May Low Flow",1500,2070,38
"Jun. Low Flow",1910,2250,17.8
"Jul. Low Flow",2000,1820,-9
"Aug. Low Flow",1530,1660,8.5
"Sep. Low Flow",1130,1220,7.96
"Oct. Low Flow",801,775,-3.25
"Nov. Low Flow",674,636,-5.64
"Dec. Low Flow",566,460,-18.7
