"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",148,16,13,15,18,57,54,20,16.5,15,13,14,14.4,253,271,385,231,106,82.3,45.1,64.5,89.9,60.7,75.6,118,0.27,8.8,0.333,8.8,0.446,9.03,0.803,13.5,4.12,17.1,1.77,2002,1.99,4.21,23,697,2000,6.49,40,25,18,355,983,940,1490,1120,188,35,36,36,26,7000,3280,4570,2500,2650,1540,1250,578,772,274,5.1147397260274
"Model",197,14.9,54.4,91.9,149,223,182,174,12.9,31.7,18.2,12.9,12.9,327,332,424,336,113,132,73,65.1,151,125,120,171,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,23.9,13.2,1985,12.9,12.9,117,667,1360,12.9,118,95.6,189,255,494,494,709,572,284,90.3,58.1,33.9,63.2,11000,1580,6080,1290,3610,1080,1290,499,823,368,47.377729232502
"Pct. Error",-33.1,6.87,-318,-513,-728,-291,-237,-770,21.8,-111,-40,7.86,10.4,-29.2,-22.5,-10.1,-45.5,-6.6,-60.4,-61.9,-0.93,-68,-106,-58.7,-44.9,-4680,-46.6,-3770,-46.6,-2790,-42.9,-1510,4.44,-213,-39.8,-646,100,-548,-206,-409,4.3,32,-98.8,-195,-282,-950,28.2,49.7,47.4,52.4,48.9,-51.1,-158,-61.4,5.83,-143,-57.1,51.8,-33,48.4,-36.2,29.9,-3.2,13.7,-6.61,-34.3,-826
