"","Model"
"Overall Mean Flow",2960
"Jan. Mean Flow",3480
"Feb. Mean Flow",4160
"Mar. Mean Flow",5540
"Apr. Mean Flow",4650
"May Mean Flow",3080
"Jun. Mean Flow",2590
"Jul. Mean Flow",1600
"Aug. Mean Flow",1650
"Sep. Mean Flow",2280
"Oct. Mean Flow",2040
"Nov. Mean Flow",1980
"Dec. Mean Flow",2510
