"","Model"
"Jan. Low Flow",25.7
"Feb. Low Flow",50
"Mar. Low Flow",77.4
"Apr. Low Flow",103
"May Low Flow",190
"Jun. Low Flow",163
"Jul. Low Flow",123
"Aug. Low Flow",72.5
"Sep. Low Flow",51.3
"Oct. Low Flow",31.2
"Nov. Low Flow",28.9
"Dec. Low Flow",26.8
