"","Model"
"Overall Mean Flow",220
"Jan. Mean Flow",286
"Feb. Mean Flow",358
"Mar. Mean Flow",445
"Apr. Mean Flow",312
"May Mean Flow",224
"Jun. Mean Flow",154
"Jul. Mean Flow",89.1
"Aug. Mean Flow",86.7
"Sep. Mean Flow",175
"Oct. Mean Flow",123
"Nov. Mean Flow",193
"Dec. Mean Flow",207
