"","Model"
"Min. 1 Day Min",2.14
"Med. 1 Day Min",13.2
"Min. 3 Day Min",2.27
"Med. 3 Day Min",14
"Min. 7 Day Min",2.6
"Med. 7 Day Min",15.9
"Min. 30 Day Min",4.7
"Med. 30 Day Min",20.8
"Min. 90 Day Min",17.8
"Med. 90 Day Min",46.2
"7Q10",4.33
"Year of 90-Day Low Flow",2002
"Drought Year Mean",68.5000424652192
"Mean Baseflow",115
