"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",5390,918,1410,2030,2140,2950,3790,3450,3100,1840,1450,1140,862,6970,7540,9370,8510,6650,4700,2650,2260,3640,2680,4720,5190,452,797,479,894,499,985,629,1150,826,1790,665,2002,708,974,3210,16800,34800,891,2910,3410,11900,15400,17300,13100,21100,21600,11900,5260,5030,3150,2940,199000,57400,144000,46000,82700,29700,28900,14600,18500,9710,1851.74794520548
"Model",5460,919,1560,2810,3240,4300,4390,3210,2440,1560,1040,1050,851,6810,8420,9550,7860,6000,4680,2630,2240,4160,3310,4900,5190,243,606,244,618,250,654,320,947,672,1710,354,1999,412,635,3570,16300,35900,602,3310,2880,11100,9430,11800,11100,24600,18100,10400,6140,3720,2810,2810,178000,48900,119000,36700,65800,25800,25300,13900,19300,10000,1878.7453026267
"Pct. Error",1.3,0.109,10.6,38.4,51.4,45.8,15.8,-6.96,-21.3,-15.2,-28.3,-7.89,-1.28,-2.3,11.7,1.92,-7.64,-9.77,-0.426,-0.755,-0.885,14.3,23.5,3.81,0,-46.2,-24,-49.1,-30.9,-49.9,-33.6,-49.1,-17.7,-18.6,-4.47,-46.8,100,-41.8,-34.8,11.2,-2.98,3.16,-32.4,13.7,-15.5,-6.72,-38.8,-31.8,-15.3,16.6,-16.2,-12.6,16.7,-26,-10.8,-4.42,-10.6,-14.8,-17.4,-20.2,-20.4,-13.1,-12.5,-4.79,4.32,2.99,1.46
