"","Model"
"Overall Mean Flow",503
"Jan. Mean Flow",663
"Feb. Mean Flow",839
"Mar. Mean Flow",1050
"Apr. Mean Flow",771
"May Mean Flow",450
"Jun. Mean Flow",302
"Jul. Mean Flow",175
"Aug. Mean Flow",237
"Sep. Mean Flow",464
"Oct. Mean Flow",264
"Nov. Mean Flow",385
"Dec. Mean Flow",458
