"","Model"
"Min. 1 Day Min",8.26
"Med. 1 Day Min",32.9
"Min. 3 Day Min",8.36
"Med. 3 Day Min",34.7
"Min. 7 Day Min",8.83
"Med. 7 Day Min",38.5
"Min. 30 Day Min",12
"Med. 30 Day Min",57.2
"Min. 90 Day Min",28.6
"Med. 90 Day Min",91.9
"7Q10",13.9
"Year of 90-Day Low Flow",2002
"Drought Year Mean",167.070011490567
"Mean Baseflow",233
