"hydroid","Well","Date","Value","Parameter","varkey"
"59963","NORTH FORK RIVANNA RIVER","2009/01/01","11.333","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2009/01/01","0.36558064516129","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2009/01/01","126.521","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2008/12/01","0.308774193548387","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/12/01","9.572","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/11/01","0.360966666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/11/01","10.829","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/10/01","0.394354838709677","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/10/01","12.225","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/09/01","0.385666666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/09/01","11.57","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/08/01","13.303","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/08/01","0.429129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/07/01","0.413516129032258","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/07/01","12.819","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/06/01","0.462166666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/06/01","13.865","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/05/01","0.356838709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/05/01","11.062","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/04/01","8.973","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/04/01","0.2991","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/03/01","8.922","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/03/01","0.287806451612903","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/02/01","8.083","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/02/01","0.278724137931035","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/01/01","8.7","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2008/01/01","0.280645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2008/01/01","129.923","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2007/12/01","7.963","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/12/01","0.256870967741935","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/11/01","0.247166666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/11/01","7.415","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/10/01","10.625","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/10/01","0.342741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/09/01","0.343266666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/09/01","10.298","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/08/01","12.072","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/08/01","0.38941935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/07/01","0.424290322580645","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/07/01","13.153","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/06/01","0.4402","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/06/01","13.206","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/05/01","10.798","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/05/01","0.348322580645161","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/04/01","0.27","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/04/01","8.1","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/03/01","0.249709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/03/01","7.741","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/02/01","6.314","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/02/01","0.2255","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/01/01","7.621","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2007/01/01","0.245838709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2007/01/01","115.306","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2006/12/01","7.32","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/12/01","0.236129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/11/01","7.8","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/11/01","0.26","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/10/01","7.896","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/10/01","0.254709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/09/01","0.280833333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/09/01","8.425","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/08/01","0.337032258064516","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/08/01","10.448","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/07/01","0.317129032258064","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/07/01","9.831","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/06/01","10.055","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/06/01","0.335166666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/05/01","0.284064516129032","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/05/01","8.806","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/04/01","7.895","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/04/01","0.263166666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/03/01","7.184","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/03/01","0.231741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/02/01","0.247321428571429","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2006/02/01","6.925","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/01/01","7.556","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2006/01/01","100.141","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2006/01/01","0.243741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/12/01","8.098","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/12/01","0.261225806451613","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/11/01","7.756","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/11/01","0.258533333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/10/01","0.295322580645161","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/10/01","9.155","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/09/01","0.377","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/09/01","11.31","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/08/01","0.372032258064516","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/08/01","11.533","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/07/01","0.430677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/07/01","13.351","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/06/01","11.717","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/06/01","0.390566666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/05/01","0.320838709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/05/01","9.946","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/04/01","7.675","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/04/01","0.255833333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/03/01","6.469","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/03/01","0.208677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/02/01","0.215035714285714","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2005/02/01","6.021","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/01/01","6.674","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2005/01/01","109.705","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2005/01/01","0.215290322580645","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/12/01","6.302","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/12/01","0.203290322580645","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/11/01","6.897","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/11/01","0.2299","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/10/01","7.616","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/10/01","0.245677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/09/01","0.267933333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/09/01","8.038","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/08/01","0.277709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/08/01","8.609","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/07/01","8.331","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/07/01","0.268741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/06/01","8.545","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/06/01","0.284833333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/05/01","0.270225806451613","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/05/01","8.377","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/04/01","7.277","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/04/01","0.242566666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/03/01","0.235290322580645","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/03/01","7.294","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/02/01","6.859","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/02/01","0.23651724137931","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/01/01","0.256516129032258","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2004/01/01","7.952","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2004/01/01","92.097","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2003/12/01","0.239451612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/12/01","7.423","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/11/01","0.244933333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/11/01","7.348","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/10/01","0.273903225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/10/01","8.491","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/09/01","8.221","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/09/01","0.274033333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/08/01","9.156","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/08/01","0.295354838709677","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/07/01","0.306806451612903","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/07/01","9.511","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/06/01","8.35","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/06/01","0.278333333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/05/01","0.254774193548387","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/05/01","7.898","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/04/01","0.2362","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/04/01","7.086","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/03/01","0.205645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/03/01","6.375","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/02/01","5.892","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2003/02/01","0.210428571428571","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/01/01","0.226129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2003/01/01","92.761","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2003/01/01","7.01","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/12/01","0.200741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/12/01","6.223","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/11/01","5.492","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/11/01","0.183066666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/10/01","17.901","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/10/01","0.577451612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/09/01","6.974","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/09/01","0.232466666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/08/01","0.344741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/08/01","10.687","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/07/01","11.436","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/07/01","0.368903225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/06/01","0.358566666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/06/01","10.757","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/05/01","0.320645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/05/01","9.94","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/04/01","0.2862","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/04/01","8.586","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/03/01","8.148","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/03/01","0.262838709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/02/01","6.964","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/02/01","0.248714285714286","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2002/01/01","7.815","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2002/01/01","110.923","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2002/01/01","0.252096774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/12/01","7.884","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/12/01","0.254322580645161","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/11/01","0.2727","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/11/01","8.181","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/10/01","9.707","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/10/01","0.313129032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/09/01","11.385","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/09/01","0.3795","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/08/01","0.368709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/08/01","11.43","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/07/01","13.53","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/07/01","0.436451612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/06/01","12.021","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/06/01","0.4007","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/05/01","11.59","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/05/01","0.373870967741935","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/04/01","0.291033333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/04/01","8.731","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/03/01","7.521","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/03/01","0.242612903225806","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/02/01","6.103","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2001/02/01","0.217964285714286","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/01/01","0.228741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2001/01/01","115.174","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2001/01/01","7.091","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/12/01","0.267548387096774","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/12/01","8.294","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/11/01","7.785","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/11/01","0.2595","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/10/01","9.656","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/10/01","0.311483870967742","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/09/01","8.269","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/09/01","0.275633333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/08/01","0.301774193548387","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/08/01","9.355","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/07/01","0.320935483870968","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/07/01","9.949","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/06/01","9.145","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/06/01","0.304833333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/05/01","0.288967741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/05/01","8.958","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/04/01","6.602","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/04/01","0.220066666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/03/01","0.237483870967742","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/03/01","7.362","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/02/01","0.208862068965517","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","2000/02/01","6.057","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/01/01","98.623","Withdrawal in MGY","wd_mgy"
"59963","NORTH FORK RIVANNA RIVER","2000/01/01","7.191","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","2000/01/01","0.231967741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","1999/12/01","0.228193548387097","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","1999/12/01","7.074","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","1999/11/01","7.112","Monthly withdrawal in millions of gallons","wd_mgm"
"59963","NORTH FORK RIVANNA RIVER","1999/11/01","0.237066666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"59963","NORTH FORK RIVANNA RIVER","1999/10/01","0.258870967741936","Water withdrawal in Million gallons Per Day","wl_mgd"
