"","rivsegs","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005"
"1","OR5_7980_8200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","OR2_8020_8130",0,0,0.0597038177963694,0.0909126303201735,0.0791620348738244,0.0182758138102523,0.0400710989885603,0.0609759182157781,0.0195790715077764,0.0519864218567416,0.103972842187282,0.115633748040644,0.0556079455569168,0.10910363789291,0.0714495264293184,0,0.0413993755589662,0.0415128114550063,0.0415128114550063,0,0,0
"3","OR2_8070_8120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","OR4_8120_7890",11.126436343402,11.1296579019363,11.4552180531157,10.6260554285923,11.5796287305864,10.7711751436328,10.2020472537995,9.90921197177988,9.90379625618126,10.547577362385,11.1650081192214,10.5140046345336,10.907336496097,11.0132449653088,10.658389702957,9.95290152839479,8.13921846903336,6.35890180282224,6.90477690945313,7.20572198649732,6.90210532875555,7.20594219658712
"5","OR2_8130_7900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0777315241032,13.4361165697497,66.0724359283,66.0895244794314,66.9470671822811,66.0490296481088,66.9456695221398
"6","OR5_8200_8370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","OR4_8271_8120",1.18924007984629,1.18931839779998,1.33720865608174,1.06242124887088,1.07325800617261,1.17770870347334,0.867231913938166,0.22808724140016,0.886386422579802,1.34178821058797,1.29431416354721,1.2331333089976,1.42571830821132,1.52827778913346,1.3883505404738,1.67934479681288,1.66544033980075,1.66576338295125,1.66576338295125,0,0,0
"8","TU3_8480_8680",1.84838271358192,1.84852857350268,1.86238207429159,1.9197749603642,2.44972913966071,2.34441203404156,2.44523817284165,2.63314477955931,2.48011260802687,2.38738417114739,2.08351344332458,1.97552642215207,2.48629540704771,2.35973905036191,2.31224905853522,2.68719476298093,0.704277431335648,2.87452540580089,3.18797229152643,3.70858204670739,3.18725331385176,3.70856021222882
"9","TU1_8570_8680",0.26521607155949,0.264925095223998,0.488681908785135,0.395223313005252,0.675543150768075,0.568460137807969,0.578939052970887,0.611176159274461,0.536014078186611,0.504415291329946,0.510938330708186,0.549652524399703,0.402144468596038,0.483641218645393,0.578741168067702,0.591886183659436,0.55702739889844,0.556942350997717,0.556942350997717,0,0,0
"10","TU3_8650_8800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","TU4_8680_8810",0.733438138151201,0.732945993707729,0.836604355075579,0.742992060329718,0.672785662465103,0.71509773438292,0.655263184768581,0.699159424949538,0.665559805386314,0.691309501612056,0.750790691400845,0,0.785012928910737,0.853434892147848,0.83186401954698,0.901815279309396,0.854533430628145,0.853936709061651,0.906942550307455,0.920801355214751,0.90687466541717,0.920798706219342
"12","TU2_8790_9070",4.87580016523511,4.87499735163146,5.0568350320242,4.93977009745976,4.13073476248776,4.47283931962667,4.92649958262359,4.07850299186665,4.40751300793806,5.5129741406382,5.43324179182898,3.58604891446512,3.64289648938859,3.91931215082429,4.1367386398082,3.7047922011257,4.48400725502106,4.5033891676801,4.05091081097728,4.00624781949423,4.05125908933963,4.00625820587235
