"","Model"
"Min. 1 Day Min",0.16
"Med. 1 Day Min",4.4
"Min. 3 Day Min",0.167
"Med. 3 Day Min",4.76
"Min. 7 Day Min",0.196
"Med. 7 Day Min",5.57
"Min. 30 Day Min",0.871
"Med. 30 Day Min",11.1
"Min. 90 Day Min",5.56
"Med. 90 Day Min",19.5
"7Q10",0.74
"Year of 90-Day Low Flow",2002
"Drought Year Mean",39.5080413355554
"Mean Baseflow",55.9
