"","Model"
"Jan. Low Flow",47.7
"Feb. Low Flow",46.2
"Mar. Low Flow",92
"Apr. Low Flow",123
"May Low Flow",218
"Jun. Low Flow",227
"Jul. Low Flow",199
"Aug. Low Flow",161
"Sep. Low Flow",123
"Oct. Low Flow",74.7
"Nov. Low Flow",55.8
"Dec. Low Flow",43.2
