"","Model"
"Min. 1 Day Min",9.61
"Med. 1 Day Min",28.8
"Min. 3 Day Min",9.66
"Med. 3 Day Min",29.6
"Min. 7 Day Min",9.87
"Med. 7 Day Min",31.4
"Min. 30 Day Min",12.3
"Med. 30 Day Min",42.7
"Min. 90 Day Min",34.8
"Med. 90 Day Min",73.3
"7Q10",16.6
"Year of 90-Day Low Flow",2002
"Drought Year Mean",87.1744843487335
"Mean Baseflow",155
