"","Model"
"Overall Mean Flow",258
"Jan. Mean Flow",320
"Feb. Mean Flow",397
"Mar. Mean Flow",462
"Apr. Mean Flow",404
"May Mean Flow",307
"Jun. Mean Flow",257
"Jul. Mean Flow",158
"Aug. Mean Flow",124
"Sep. Mean Flow",164
"Oct. Mean Flow",122
"Nov. Mean Flow",189
"Dec. Mean Flow",200
