"","Model"
"Jan. Low Flow",80.5
"Feb. Low Flow",98.2
"Mar. Low Flow",145
"Apr. Low Flow",141
"May Low Flow",179
"Jun. Low Flow",249
"Jul. Low Flow",202
"Aug. Low Flow",160
"Sep. Low Flow",142
"Oct. Low Flow",110
"Nov. Low Flow",95.5
"Dec. Low Flow",80.7
