"","Model"
"Jan. Low Flow",15.3
"Feb. Low Flow",50.4
"Mar. Low Flow",65.3
"Apr. Low Flow",118
"May Low Flow",217
"Jun. Low Flow",170
"Jul. Low Flow",122
"Aug. Low Flow",67.2
"Sep. Low Flow",41.8
"Oct. Low Flow",20.8
"Nov. Low Flow",23.7
"Dec. Low Flow",20.9
