"","Model"
"Jan. Low Flow",4.84
"Feb. Low Flow",16.1
"Mar. Low Flow",20.7
"Apr. Low Flow",35.9
"May Low Flow",64.1
"Jun. Low Flow",57.3
"Jul. Low Flow",34.7
"Aug. Low Flow",21.4
"Sep. Low Flow",11.3
"Oct. Low Flow",5.29
"Nov. Low Flow",6.43
"Dec. Low Flow",5.11
