"region_featureid","region_name","locality_plan_featureid","locality_plan_name","locality_plan_ftype","FIPS Code","geom"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173376","Williamsburg (city)","wsp_plan_locality","51830","MULTIPOLYGON (((-76.727635 37.304914, -76.727072 37.302882, -76.727588 37.300887, -76.724287 37.293074, -76.723055 37.29365, -76.720415 37.287794, -76.719631 37.286226, -76.717119 37.282338, -76.713215 37.279042, -76.710367 37.27765, -76.710047 37.27765, -76.709775 37.28229, -76.705852 37.282402, -76.698719 37.28437, -76.694478 37.28445, -76.69347 37.284866, -76.691214 37.28717, -76.689166 37.292402, -76.686974 37.292885, -76.686974 37.292642, -76.685278 37.293474, -76.682318 37.292529, -76.681214 37.292849, -76.679711 37.281204, -76.677502 37.278498, -76.68011 37.274706, -76.684558 37.27117, -76.679854 37.265906, -76.68019 37.26565, -76.679918 37.264546, -76.680334 37.26085, -76.678079 37.259326, -76.675383 37.260672, -76.675354 37.260697, -76.668024 37.253983, -76.66581 37.251112, -76.664653 37.250962, -76.666909 37.249874, -76.670846 37.24885, -76.683358 37.247778, -76.692446 37.249906, -76.701102 37.25085, -76.702127 37.250786, -76.711807 37.24997, -76.720768 37.250559, -76.72716 37.2519, -76.730858 37.253438, -76.731903 37.253875, -76.731647 37.254211, -76.73608 37.257603, -76.73704 37.258483, -76.73928 37.261667, -76.741056 37.265299, -76.739312 37.271187, -76.739856 37.273859, -76.737439 37.279633, -76.728275 37.280066, -76.725501 37.279412, -76.724807 37.27864, -76.724852 37.27943, -76.724677 37.283007, -76.726044 37.284629, -76.729099 37.285554, -76.734063 37.285858, -76.733856 37.287282, -76.731424 37.288818, -76.730944 37.295858, -76.731712 37.296658, -76.732211 37.298583, -76.739514 37.301294, -76.739665 37.306255, -76.73689 37.308349, -76.731202 37.310256, -76.728551 37.304642, -76.727635 37.304914)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173226","Branchville","wsp_plan_locality","","MULTIPOLYGON (((-77.256682 36.573334, -77.249861 36.575265, -77.243275 36.573737, -77.245719 36.565223, -77.249679 36.564031, -77.254105 36.563761, -77.255248 36.56783, -77.256682 36.573334)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173227","Capron","wsp_plan_locality","","MULTIPOLYGON (((-77.203554 36.707142, -77.203114 36.709615, -77.204343 36.711858, -77.201049 36.711882, -77.201157 36.715398, -77.199311 36.715719, -77.199001 36.711651, -77.197286 36.711885, -77.196532 36.710013, -77.198818 36.709838, -77.201088 36.705646, -77.203115 36.703417, -77.205892 36.704474, -77.203554 36.707142)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173228","Claremont","wsp_plan_locality","","MULTIPOLYGON (((-76.987052 37.234, -76.985252 37.238441, -76.979099 37.239932, -76.97177 37.238767, -76.966071 37.236732, -76.962893 37.234513, -76.959944 37.233117, -76.955193 37.231539, -76.952101 37.230944, -76.948386 37.230869, -76.947563379302 37.229084139494, -76.947078 37.228031, -76.941613922311 37.224057397948, -76.946267 37.221734, -76.947816 37.22193, -76.946729 37.218531, -76.946921 37.217726, -76.950217 37.218415, -76.956331 37.217361, -76.957748 37.218012, -76.96142 37.215808, -76.965781 37.215765, -76.968183 37.215177, -76.972981 37.217356, -76.980293 37.224265, -76.980274 37.224992, -76.983619 37.226338, -76.984476 37.228062, -76.985199 37.232329, -76.988712 37.232901, -76.987052 37.234)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173229","Courtland","wsp_plan_locality","","MULTIPOLYGON (((-77.074692 36.725079, -77.071641 36.725954, -77.065316 36.723896, -77.063225 36.721533, -77.061793 36.717082, -77.052336 36.709085, -77.054209 36.708208, -77.050338 36.704862, -77.052681 36.702551, -77.052449 36.701273, -77.056927 36.697941, -77.060834 36.699956, -77.059758 36.701728, -77.060219 36.705438, -77.065227 36.71022, -77.067377 36.711276, -77.067644 36.713461, -77.069025 36.715768, -77.070919 36.717221, -77.071425 36.720927, -77.074081 36.723117, -77.074692 36.725079)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173230","Smithfield","wsp_plan_locality","","MULTIPOLYGON (((-76.664591 36.976772, -76.6627 36.979645, -76.654454 36.981955, -76.654396 36.982528, -76.652656 36.982985, -76.648829 36.987837, -76.646788 36.988619, -76.644042 36.988446, -76.640665 36.989723, -76.638926 36.9893, -76.638669 36.991588, -76.637841 36.991748, -76.636955 36.994792, -76.634699 36.997103, -76.632052 36.998251, -76.627471 36.999237, -76.624295 36.999366, -76.622358 37.0007, -76.620925 37.000137, -76.617229 36.996083, -76.610184 36.998951, -76.606794 37.000222, -76.600873 36.99833, -76.585051 36.997021, -76.585563 36.995178, -76.589202 36.993975, -76.588402 36.991938, -76.590142 36.990609, -76.589685 36.988687, -76.591255 36.989464, -76.590198 36.987084, -76.586115 36.985187, -76.585506 36.98437, -76.582588 36.983692, -76.584478 36.979295, -76.586061 36.976407, -76.586626 36.975856, -76.586723 36.97592, -76.589521 36.969664, -76.590936 36.96894, -76.592784 36.969054, -76.593099 36.968198, -76.591335 36.966967, -76.58782 36.967862, -76.586151 36.966849, -76.584738 36.964087, -76.583385 36.96395, -76.583671 36.962662, -76.581714 36.961016, -76.582301 36.959303, -76.581032 36.957744, -76.581024 36.956691, -76.58363 36.95675, -76.587243 36.953442, -76.596543 36.949648, -76.596779 36.949497, -76.597217 36.949067, -76.61554 36.948971, -76.616491 36.949848, -76.61682 36.951717, -76.619584 36.951099, -76.620863 36.952829, -76.622488 36.952629, -76.627662 36.953701, -76.627667 36.953991, -76.627702 36.95569, -76.631039 36.95518, -76.631173 36.955161, -76.632297 36.959122, -76.637232 36.968009, -76.639537 36.973262, -76.640734 36.972589, -76.648125 36.968768, -76.653363 36.968551, -76.655776 36.967625, -76.656261 36.969335, -76.661458 36.973225, -76.662414 36.974175, -76.663357 36.975481, -76.663597 36.975722, -76.664436 36.976443, -76.664709 36.976703, -76.664591 36.976772)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173231","Dendron","wsp_plan_locality","","MULTIPOLYGON (((-76.950182 37.041992, -76.940063 37.046774, -76.923959 37.054031, -76.923881 37.053847, -76.923599 37.053282, -76.923539 37.052397, -76.923743 37.051358, -76.911021 37.04357, -76.911543 37.041446, -76.908659 37.039821, -76.902209 37.033525, -76.901867 37.031877, -76.897814 37.029152, -76.89633 37.029105, -76.892877 37.027662, -76.891107 37.026288, -76.894702 37.026159, -76.896396 37.02539, -76.898803 37.023229, -76.900843 37.02311, -76.902213 37.023888, -76.903612 37.023156, -76.90718 37.023661, -76.908492 37.025469, -76.910919 37.025951, -76.912888 37.027622, -76.916799 37.027806, -76.919768 37.02364, -76.921767 37.022199, -76.922737 37.022428, -76.925163 37.024465, -76.925505 37.027189, -76.927047 37.028516, -76.929387 37.028562, -76.931728 37.026136, -76.933555 37.025381, -76.937238 37.024832, -76.938718 37.025314, -76.948246 37.039247, -76.950182 37.041992)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173232","Windsor","wsp_plan_locality","","MULTIPOLYGON (((-76.761345 36.802938, -76.761016 36.803294, -76.759813 36.803813, -76.759919 36.807312, -76.757903 36.808421, -76.758964 36.809887, -76.755431 36.814523, -76.75948 36.817376, -76.758506 36.817794, -76.754011 36.819961, -76.751942 36.824151, -76.752017 36.827154, -76.753998 36.827338, -76.754186 36.82899, -76.745465 36.828933, -76.74584 36.830897, -76.741139 36.83114, -76.737294 36.83028, -76.734526 36.827949, -76.735115 36.824667, -76.734709 36.823615, -76.736071 36.823374, -76.736795 36.822999, -76.738672 36.820324, -76.737153 36.81842, -76.728713 36.811343, -76.726273 36.812003, -76.726384 36.813564, -76.721089 36.813757, -76.716976 36.811922, -76.713619 36.811676, -76.711532 36.809086, -76.714029 36.808042, -76.714435 36.805594, -76.715913 36.805404, -76.716947 36.801871, -76.71752 36.802002, -76.717823 36.800784, -76.722986 36.801947, -76.725579 36.800091, -76.728179 36.795987, -76.732617 36.795321, -76.738874 36.793285, -76.744425 36.792759, -76.747089 36.794965, -76.753927 36.795281, -76.756583 36.796014, -76.755981 36.797701, -76.762904 36.801632, -76.761345 36.802938)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173233","Ivor","wsp_plan_locality","","MULTIPOLYGON (((-76.90215 36.915838, -76.900336 36.914486, -76.889465 36.907855, -76.883933 36.904068, -76.893762 36.894571, -76.911647 36.906259, -76.90215 36.915838)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173234","Newsoms","wsp_plan_locality","","MULTIPOLYGON (((-77.132914 36.627123, -77.132782 36.629557, -77.131097 36.629871, -77.124699 36.631053, -77.11887 36.632416, -77.118701 36.631665, -77.11758 36.626859, -77.117957 36.6253, -77.120651 36.624679, -77.120144 36.620754, -77.122525 36.619675, -77.123366 36.618004, -77.123548 36.619073, -77.1266 36.620182, -77.12679 36.622535, -77.129451 36.62314, -77.131326 36.623011, -77.131228 36.624787, -77.132819 36.626051, -77.132914 36.627123)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173377","Virginia Beach (city)","wsp_plan_locality","51810","MULTIPOLYGON (((-76.177019231978 36.929290457573, -76.139557 36.923047, -76.136676158667 36.922116346133, -76.131006805067 36.920284865243, -76.120199291044 36.916793505064, -76.095508 36.908817, -76.091568968822 36.908728341811, -76.087955 36.908647, -76.086182883997 36.909140559371, -76.081939221643 36.910322479358, -76.080740668275 36.910656293424, -76.072042304928 36.913078910644, -76.058154 36.916947, -76.043054 36.927547, -76.033454 36.931946, -76.013753 36.930746, -76.007553 36.929047, -75.996252 36.922047, -75.993320600072 36.915061536341, -75.991552 36.910847, -75.985378238867 36.889023879299, -75.982057733052 36.877286496262, -75.977120792365 36.859835310479, -75.97510490706 36.852709523235, -75.972911055422 36.84495465743, -75.972151 36.842268, -75.96940111159 36.83002935485, -75.966887784856 36.818843550392, -75.965451 36.812449, -75.94955 36.76115, -75.921748 36.692051, -75.920091201764 36.688753862857, -75.890946 36.630753, -75.874145 36.583853, -75.867062077404 36.550838261934, -75.867044 36.550754, -75.879744 36.550754, -75.880644 36.550754, -75.885945 36.550754, -75.886545 36.550754, -75.891945 36.550754, -75.893245 36.550654, -75.894145 36.550754, -75.901038032283 36.550679881373, -75.903445 36.550654, -75.904745 36.550654, -75.909046 36.550654, -75.911446 36.550654, -75.922046 36.550654, -75.952847 36.550553, -75.953447 36.550553, -75.955748 36.550553, -75.957648 36.550553, -76.02675 36.550553, -76.034751 36.550653, -76.122360340597 36.550620909127, -76.122566 36.552856, -76.122486 36.553624, -76.122754 36.579752, -76.122355 36.645751, -76.121955 36.66575, -76.100654 36.67045, -76.099854 36.67335, -76.095354 36.67465, -76.086154 36.67585, -76.079654 36.67865, -76.076854 36.67725, -76.073954 36.67845, -76.069153 36.67745, -76.065553 36.68555, -76.068154 36.69235, -76.072754 36.69655, -76.080154 36.70515, -76.082154 36.71245, -76.088955 36.71355, -76.097555 36.71605, -76.098455 36.71675, -76.100255 36.71835, -76.143157 36.756949, -76.17753 36.762356, -76.17881 36.762548, -76.184202 36.763364, -76.187058 36.764048, -76.196495 36.767324, -76.203659 36.769648, -76.212759 36.793848, -76.213803 36.796564, -76.214059 36.797248, -76.214791 36.799148, -76.216059 36.802436, -76.216064 36.802455, -76.217458 36.805972, -76.21796 36.807048, -76.21834 36.808189, -76.218433 36.808467, -76.218764 36.80946, -76.21896 36.810048, -76.219016 36.810182, -76.21946 36.811248, -76.22016 36.812848, -76.220829 36.814818, -76.22126 36.816048, -76.22276 36.820048, -76.22386 36.822847, -76.22436 36.824247, -76.22496 36.825047, -76.22546 36.827047, -76.22626 36.829047, -76.22646 36.829747, -76.226989 36.831136, -76.22726 36.831847, -76.227372 36.832072, -76.22756 36.832447, -76.22776 36.833847, -76.22516 36.837047, -76.22616 36.839247, -76.22606 36.839947, -76.21726 36.833547, -76.213959 36.832347, -76.210159 36.832947, -76.206859 36.832647, -76.201759 36.829848, -76.200159 36.827948, -76.197259 36.828148, -76.194959 36.830548, -76.194659 36.830848, -76.193059 36.836448, -76.192386 36.837726, -76.190359 36.840547, -76.1897 36.841112, -76.189359 36.841347, -76.187259 36.842347, -76.182858 36.846247, -76.178099 36.85252, -76.177558 36.854347, -76.177558 36.854647, -76.176858 36.856947, -76.177458 36.857247, -76.178411 36.857767, -76.178558 36.857847, -76.179075 36.858054, -76.185159 36.860947, -76.185115 36.861255, -76.185059 36.861647, -76.186959 36.862547, -76.189759 36.862447, -76.192843 36.864691, -76.192559 36.866347, -76.189965 36.872735, -76.188059 36.874047, -76.193059 36.878047, -76.198459 36.886647, -76.192559 36.895047, -76.181759 36.906947, -76.183045 36.907751, -76.185659 36.910147, -76.186603 36.910803, -76.189959 36.913447, -76.192459 36.918347, -76.189159 36.918947, -76.187459 36.923047, -76.182404 36.92192, -76.176765 36.921031, -76.176325 36.922006, -76.177019231978 36.929290457573)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173236","Boykins","wsp_plan_locality","","MULTIPOLYGON (((-77.204871 36.58321, -77.199961 36.58888, -77.193348 36.586059, -77.192347 36.585176, -77.193979 36.581518, -77.191815 36.577764, -77.196708 36.575694, -77.197346 36.567339, -77.197524 36.563661, -77.199942 36.563399, -77.200759 36.566749, -77.20189 36.565422, -77.203955 36.578067, -77.201959 36.577456, -77.204871 36.58321)))"
"173027","Hampton Roads Planning District Commission (HRPDC) Regional WSP","173235","Surry (town)","wsp_plan_locality","","MULTIPOLYGON (((-76.840094 37.142186, -76.838594 37.145839, -76.833179 37.142828, -76.831901 37.143271, -76.82305 37.140865, -76.822778 37.135632, -76.823451 37.135291, -76.833663 37.12837, -76.834925 37.12951, -76.837535 37.13046, -76.838452 37.131752, -76.843757 37.134627, -76.840094 37.142186)))"
"173038","New River Valley WSP","173278","Glen Lyn","wsp_plan_locality","","MULTIPOLYGON (((-80.86769 37.369727, -80.868078 37.370195, -80.867034 37.37512, -80.865842 37.376081, -80.862938 37.373853, -80.856976 37.37562, -80.854883 37.376556, -80.855173 37.377326, -80.857273 37.376933, -80.858129 37.379942, -80.855938 37.380997, -80.846707 37.381274, -80.845672 37.380644, -80.846778 37.378426, -80.84859 37.37875, -80.850952 37.377959, -80.849891 37.376833, -80.847226 37.375937, -80.848084 37.373584, -80.849886 37.371688, -80.851276 37.370992, -80.855409 37.370846, -80.858332 37.371236, -80.85383 37.368304, -80.853941 37.366109, -80.866934780318 37.366062163964, -80.869363579927 37.368722869847, -80.86769 37.369727)))"
"173038","New River Valley WSP","173279","Dublin","wsp_plan_locality","","MULTIPOLYGON (((-80.694447 37.103341, -80.691361 37.105051, -80.692254 37.106665, -80.693665 37.10821, -80.689534 37.111131, -80.690223 37.112647, -80.689905 37.114251, -80.686961 37.113416, -80.683991 37.113803, -80.683371 37.112597, -80.682865 37.1128, -80.682599 37.112303, -80.681422 37.111972, -80.680132 37.112426, -80.679951 37.11186, -80.67838 37.112021, -80.677695 37.112096, -80.677141 37.110588, -80.677815 37.109285, -80.675614 37.102306, -80.676374 37.101442, -80.681529 37.100189, -80.684162 37.099563, -80.685978 37.099953, -80.688177 37.095451, -80.689089 37.095003, -80.683003 37.093246, -80.682096 37.095197, -80.681632 37.095151, -80.676051 37.095279, -80.675857 37.096493, -80.675502 37.096161, -80.673802 37.092722, -80.669845 37.093736, -80.669816 37.090429, -80.671412 37.090404, -80.675081 37.090349, -80.675268 37.090335, -80.675607 37.089817, -80.67745 37.086605, -80.675933 37.084956, -80.674151 37.083818, -80.677404 37.082412, -80.677678 37.080572, -80.683305 37.080636, -80.68338 37.086072, -80.686787 37.091887, -80.687779 37.092264, -80.68795 37.092941, -80.689305 37.094852, -80.689465 37.095055, -80.691479 37.094963, -80.691757 37.097602, -80.693356 37.100779, -80.693513 37.101151, -80.694447 37.103341)))"
"173038","New River Valley WSP","173281","Rich Creek","wsp_plan_locality","","MULTIPOLYGON (((-80.834128 37.390315, -80.824788 37.39309, -80.817415 37.387373, -80.816488 37.386631, -80.815356 37.386108, -80.814831 37.386639, -80.812139 37.388358, -80.810475 37.386572, -80.812196 37.383123, -80.81344 37.381947, -80.813962 37.379727, -80.812673 37.378355, -80.813289 37.377612, -80.812775 37.375142, -80.815791 37.375121, -80.816033 37.372418, -80.82078 37.371283, -80.82107 37.373116, -80.824033 37.380078, -80.824734 37.38298, -80.829481 37.387452, -80.834024 37.388613, -80.834128 37.390315)))"
"173038","New River Valley WSP","173282","Narrows","wsp_plan_locality","","MULTIPOLYGON (((-80.826797 37.323615, -80.817495 37.333495, -80.811993 37.333502, -80.811779 37.334037, -80.810596 37.334783, -80.809841 37.337547, -80.808872 37.341361, -80.807569 37.344692, -80.801036 37.344539, -80.799189 37.343249, -80.798151 37.34033, -80.795018 37.337956, -80.797761 37.335289, -80.801074 37.333147, -80.802274 37.331768, -80.801019 37.331053, -80.799449 37.329776, -80.799176 37.327835, -80.802194 37.325324, -80.802593 37.325049, -80.803506 37.324413, -80.801906 37.322971, -80.803116 37.321463, -80.806326 37.320118, -80.810008 37.320506, -80.809342 37.322927, -80.814019 37.324748, -80.815237 37.323777, -80.815619 37.3237, -80.817579 37.325301, -80.818241 37.324727, -80.81849 37.325007, -80.82073 37.323126, -80.822354 37.323284, -80.824457 37.323866, -80.826797 37.323615)))"
"173038","New River Valley WSP","173283","Pearisburg","wsp_plan_locality","","MULTIPOLYGON (((-80.759078 37.336543, -80.757256 37.339765, -80.755139 37.342792, -80.750667 37.343116, -80.747298 37.342066, -80.754125 37.339693, -80.752318 37.337653, -80.750003 37.338446, -80.747224 37.334854, -80.747135 37.334622, -80.741147 37.33541, -80.738686 37.334791, -80.738019 37.333301, -80.737887 37.334557, -80.736263 37.336134, -80.733248 37.337001, -80.727049 37.338589, -80.721456 37.339396, -80.717566 37.339203, -80.71137 37.338042, -80.705258 37.336149, -80.703822 37.33129, -80.707143 37.330797, -80.706278 37.326813, -80.708003 37.326884, -80.70833 37.32309, -80.709273 37.322236, -80.709598 37.320292, -80.712983 37.319942, -80.711214 37.318008, -80.709084 37.31777, -80.708272 37.31638, -80.711525 37.313928, -80.713492 37.313917, -80.713368 37.314757, -80.716073 37.315091, -80.717404 37.31712, -80.72739 37.315243, -80.731943 37.315627, -80.729791 37.31986, -80.729612 37.320912, -80.730056 37.321155, -80.732624 37.320753, -80.734069 37.321376, -80.742606 37.321853, -80.742644 37.32745, -80.744201 37.328472, -80.74306 37.329728, -80.74818 37.328203, -80.74751 37.329411, -80.751169 37.33074, -80.753579 37.330416, -80.755585 37.331493, -80.752921 37.333209, -80.75444 37.333221, -80.758074 37.335661, -80.759078 37.336543)))"
"173038","New River Valley WSP","173284","Pembroke","wsp_plan_locality","","MULTIPOLYGON (((-80.649441 37.325262, -80.648291 37.325298, -80.644329 37.327503, -80.643022 37.326868, -80.6417 37.323842, -80.639166 37.323412, -80.638195 37.331354, -80.637261 37.33281, -80.633584 37.336477, -80.63201 37.336413, -80.632775 37.332378, -80.632797 37.326, -80.620497 37.320956, -80.620897 37.31948, -80.62163 37.316832, -80.625679 37.317598, -80.633016 37.316307, -80.638101 37.313298, -80.641777 37.313213, -80.641814 37.314395, -80.643465 37.317073, -80.647699 37.318501, -80.648713 37.319049, -80.649441 37.325262)))"
"173038","New River Valley WSP","173421","Giles","wsp_plan_locality","51071","MULTIPOLYGON (((-80.85836 37.428168, -80.856997 37.427052, -80.853163 37.426902, -80.850656 37.426062, -80.846324 37.423394, -80.844213 37.423555, -80.841672 37.425971, -80.837678 37.425658, -80.836446 37.424355, -80.820352412211 37.413424828392, -80.811639 37.407507, -80.808769 37.406271, -80.806358 37.404119, -80.807014629992 37.401774255532, -80.807134 37.401348, -80.806678590338 37.399864406733, -80.806177150959 37.39823086193, -80.806129 37.398074, -80.802459129453 37.396565232383, -80.800447 37.395738, -80.798869 37.395807, -80.790317 37.395668, -80.784188 37.394587, -80.783324 37.392793, -80.783382 37.390649, -80.782295 37.389016, -80.776766 37.384131, -80.776649 37.383679, -80.770082 37.372363, -80.759886 37.374882, -80.748722 37.38005, -80.745527 37.380111, -80.73804 37.382547, -80.731589 37.38471, -80.723596 37.388261, -80.722171870804 37.388690151166, -80.71935616315 37.389538644565, -80.717949969076 37.38996239111, -80.715479 37.390707, -80.713807862212 37.391343027626, -80.713528472793 37.391449362, -80.705203 37.394618, -80.691709 37.401749, -80.684576 37.40463, -80.664971 37.414215, -80.664112 37.41422, -80.656687 37.417585, -80.653589 37.419514, -80.645893 37.422147, -80.636947 37.427471, -80.637554 37.428556, -80.637379 37.429372, -80.63439 37.431227, -80.632365 37.432125, -80.626365 37.433328, -80.622664 37.433307, -80.622117 37.435969, -80.616802 37.439443, -80.600204 37.446173, -80.591377 37.45144, -80.59024 37.453296, -80.585856 37.456654, -80.566297 37.466575, -80.561442 37.469775, -80.552036 37.473563, -80.544836 37.474695, -80.539786 37.474527, -80.533449 37.476406, -80.532372 37.477124, -80.528349 37.477368, -80.523481 37.476905, -80.515139 37.478566, -80.513409 37.479446, -80.511391 37.481672, -80.492981 37.457749, -80.496799336031 37.446229153916, -80.49728 37.444779, -80.494867 37.43507, -80.475795382876 37.423071293929, -80.475601 37.422949, -80.4623 37.391713, -80.44496 37.350318, -80.438728 37.335649, -80.446098 37.331629, -80.444301 37.328773, -80.447478 37.327442, -80.445166 37.324502, -80.443554 37.322511, -80.4413 37.321045, -80.438905 37.321062, -80.437555 37.321547, -80.433361 37.314901, -80.438289 37.312143, -80.453806 37.301676, -80.467436 37.293831, -80.478827 37.285473, -80.487855 37.282151, -80.500867 37.275305, -80.531306 37.265399, -80.53331 37.264899, -80.570353 37.257461, -80.588479 37.251374, -80.599415 37.248651, -80.605506 37.2455, -80.606081 37.245267, -80.606768 37.24496, -80.606874 37.244911, -80.615322 37.243197, -80.627626 37.237849, -80.647885 37.230649, -80.663939 37.226683, -80.672201 37.224115, -80.677609 37.221414, -80.685127 37.216415, -80.699651 37.210578, -80.709805 37.206424, -80.717912 37.20378, -80.7211 37.203124, -80.725565 37.203054, -80.72832 37.202218, -80.730694 37.201171, -80.734061 37.198186, -80.734795 37.197953, -80.741575 37.197569, -80.742324 37.196918, -80.74742 37.19564, -80.760514 37.193172, -80.777628 37.187914, -80.787955 37.183874, -80.802574 37.179015, -80.805477 37.177364, -80.808356 37.174996, -80.811798 37.170784, -80.817936 37.166212, -80.854627 37.147482, -80.881129 37.171058, -80.877482 37.172104, -80.876305 37.171505, -80.873336 37.172096, -80.871429 37.172901, -80.868668 37.175587, -80.861545 37.178499, -80.863526 37.182192, -80.866526 37.18553, -80.871306 37.193766, -80.883264 37.186897, -80.894041 37.179375, -80.9005 37.184654, -80.953126 37.228321, -80.954399 37.229375, -80.977572 37.248572, -80.977844 37.248797, -80.994058 37.260834, -80.99486 37.26142, -81.014491 37.275384, -81.010309 37.277068, -81.002623 37.278991, -80.994516 37.283035, -80.984769 37.290726, -80.98212 37.292264, -80.980146 37.292743, -80.973889 37.291444, -80.966556 37.292158, -80.947896 37.295872, -80.938135 37.300278, -80.931118 37.302872, -80.92704 37.303683, -80.919259 37.306163, -80.900535 37.315, -80.880103 37.328903, -80.868986 37.338573, -80.865321 37.340523, -80.849451 37.346909, -80.855644274292 37.353693619563, -80.866962858981 37.36609292363, -80.869370498851 37.368730449402, -80.883248 37.383933, -80.863545619668 37.410760627361, -80.862761 37.411829, -80.864455 37.41418, -80.865174 37.416996, -80.865148 37.419927, -80.863142 37.424644, -80.859556 37.429568, -80.858987432938 37.428902453272, -80.85836 37.428168)))"
"173038","New River Valley WSP","173424","Radford (city)","wsp_plan_locality","51750","MULTIPOLYGON (((-80.580056 37.089574, -80.585199 37.096642, -80.590406 37.102, -80.594895 37.112359, -80.59604 37.115871, -80.596389 37.118897, -80.595167 37.125125, -80.592875 37.127866, -80.582596 37.134191, -80.573087 37.139876, -80.568062 37.141675, -80.564022 37.143209, -80.553642 37.14673, -80.548837 37.146557, -80.535524 37.137924, -80.53284 37.134209, -80.529678 37.134066, -80.529582 37.133258, -80.529364 37.133305, -80.52929 37.133187, -80.527643 37.134445, -80.526664 37.136549, -80.52501 37.144766, -80.524885 37.14836, -80.518812 37.151059, -80.518741 37.147088, -80.509586 37.147941, -80.509711 37.139997, -80.506975 37.136713, -80.507317 37.135752, -80.511536 37.133816, -80.513442 37.129989, -80.519827 37.128637, -80.519941 37.125543, -80.519241 37.124156, -80.5197 37.123978, -80.520463 37.12553, -80.523924 37.124868, -80.52593 37.124289, -80.525063 37.122485, -80.524767 37.122555, -80.529397 37.120323, -80.532086 37.119078, -80.532162 37.119059, -80.532172 37.1183, -80.531286 37.117032, -80.52871 37.115111, -80.529634 37.111408, -80.531 37.110477, -80.531575 37.110675, -80.531774 37.111797, -80.533318 37.113492, -80.537091 37.114706, -80.538548 37.117523, -80.54028 37.115684, -80.54028 37.111397, -80.542192 37.111397, -80.542192 37.115419, -80.541464 37.11682, -80.541842 37.116793, -80.5423 37.11761, -80.543205 37.117594, -80.546769 37.11771, -80.548727 37.117973, -80.551006 37.118336, -80.55517 37.117417, -80.555461 37.116898, -80.555707 37.115975, -80.555344 37.115771, -80.553042 37.115777, -80.550671 37.110119, -80.554589 37.108229, -80.558623 37.104167, -80.556427 37.099889, -80.562537 37.096552, -80.572089 37.092789, -80.577958 37.093251, -80.580056 37.089574), (-80.519448 37.131835, -80.518701 37.131439, -80.518104 37.132624, -80.518966 37.1326, -80.519448 37.131835)))"
