"Bundle","HydroID","Feature Name","hydrocode","ftype","OWS Page","VWUDS Page","","Geometry"
"gwma","441638","Eastern Shore Groundwater Management Area","gwma_va_eastern_shore","gwma","ows-gwma-dash-info/441638","ows-vwuds-gwma-info/441638","","MULTIPOLYGON (((-75.279980868136 37.977797554019, -75.368134097768 37.857972908518, -75.409941711898 37.87432513213, -75.440496062203 37.870028949593, -75.516179053753 37.79998224871, -75.582234580656 37.693730966279, -75.610721486171 37.604090828161, -75.61164255974 37.586721238825, -75.594756321975 37.586259186521, -75.597228396913 37.570829902352, -75.66323599725 37.483542497999, -75.659852063739 37.444572065478, -75.721431281311 37.36829333095, -75.732996016181 37.333335318357, -75.773334398523 37.300610847804, -75.798747959126 37.297392555756, -75.806955211453 37.197912223092, -75.893914510209 37.118360003391, -75.922017954528 37.112003634972, -75.94705120124 37.085841840201, -75.977853965207 37.086988313235, -75.975159062691 37.150946259142, -76.011777930698 37.203335970393, -76.008691581796 37.23503541889, -76.025073145734 37.257385395156, -76.017476016884 37.321189277577, -75.984420894809 37.368629515051, -75.981855886602 37.432217015195, -75.959164603022 37.46839249792, -75.923269534954 37.602024728413, -75.890038196423 37.651599786256, -75.851716119601 37.676545234325, -75.87166482225 37.684129826722, -75.859221636744 37.703718543171, -75.837353689407 37.713484089086, -75.821577361487 37.743243192902, -75.786933552949 37.757270043267, -75.802346835331 37.762217502054, -75.800928008285 37.772806050061, -75.782650384699 37.780718624914, -75.812187733308 37.77791113692, -75.824467319385 37.792068149087, -75.783070867638 37.806859820683, -75.761591742036 37.798382550321, -75.780113884808 37.802294223874, -75.775808484203 37.789866999307, -75.757084427888 37.795052157013, -75.72808845798 37.781875598293, -75.713575210234 37.838332788846, -75.679090855349 37.872872812426, -75.678806786839 37.888295240324, -75.712581952503 37.903219261984, -75.758322800047 37.900694015458, -75.736684319554 37.901624569185, -75.742979938341 37.913220420133, -75.71335315505 37.938107127473, -75.702521468029 37.928907184259, -75.678428843885 37.942869211857, -75.64181631956 37.936531058114, -75.635757123622 37.952940667791, -75.648216324611 37.966544409652, -75.629101931587 37.976243777624, -75.623962790075 37.99447048058, -75.240806520167 38.027465160605, -75.279980868136 37.977797554019)), ((-76.045346103929 37.953725166241, -76.017084956288 37.953639030834, -76.014503512093 37.928349528686, -76.031598054753 37.917962902131, -76.025218150155 37.892988328009, -76.045346103929 37.953725166241)), ((-76.005683573856 37.953597193603, -75.994668552842 37.953524085082, -75.997490986671 37.94469487963, -76.005683573856 37.953597193603)), ((-75.998049132955 37.847815537393, -75.972050708667 37.8336266428, -75.993669636217 37.814194583254, -75.977732073682 37.802413373961, -75.996329773073 37.812754803268, -75.998049132955 37.847815537393)))"
