"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",253,62,62,94,117,196,218,198,144,116,83,80,67,321,470,472,380,296,224,173,134,107,99.8,144,228,39,56,40,56.7,40.7,58.7,49.6,65.8,53.2,84.1,47.1,1988,49,60,152,731,1500,56,149,118,222,792,965,1430,1250,663,733,399,281,228,168,7040,2810,4180,1880,2690,1220,1170,653,789,444,118.863387978142
"Model",251,43.1,60.7,86.9,139,212,229,171,126,100,65.4,57.7,50.8,340,476,471,363,249,202,145,134,115,122,164,241,8.1,22.5,8.73,23.9,9.64,26.2,13.2,41.6,37,77,12.5,1985,17.7,34.7,165,672,1470,31.9,154,112,236,364,1070,1050,1410,644,535,312,248,183,149,5900,2560,3980,1740,2420,1070,1390,635,923,534,105.152611907554
"Pct. Error",-0.791,-30.5,-2.1,-7.55,18.8,8.16,5.05,-13.6,-12.5,-13.8,-21.2,-27.9,-24.2,5.92,1.28,-0.212,-4.47,-15.9,-9.82,-16.2,0,7.48,22.2,13.9,5.7,-79.2,-59.8,-78.2,-57.8,-76.3,-55.4,-73.4,-36.8,-30.5,-8.44,-73.5,100,-63.9,-42.2,8.55,-8.07,-2,-43,3.36,-5.08,6.31,-54,10.9,-26.6,12.8,-2.87,-27,-21.8,-11.7,-19.7,-11.3,-16.2,-8.9,-4.78,-7.45,-10,-12.3,18.8,-2.76,17,20.3,-11.5
