"","Model"
"Min. 1 Day Min",9.81
"Med. 1 Day Min",56.2
"Min. 3 Day Min",9.89
"Med. 3 Day Min",61
"Min. 7 Day Min",11.1
"Med. 7 Day Min",67.7
"Min. 30 Day Min",34.6
"Med. 30 Day Min",95.4
"Min. 90 Day Min",90.9
"Med. 90 Day Min",243
"7Q10",23.4
"Year of 90-Day Low Flow",1988
"Drought Year Mean",360.558276253329
"Mean Baseflow",480
