"","Model"
"Jan. Low Flow",110
"Feb. Low Flow",204
"Mar. Low Flow",303
"Apr. Low Flow",493
"May Low Flow",635
"Jun. Low Flow",745
"Jul. Low Flow",509
"Aug. Low Flow",311
"Sep. Low Flow",264
"Oct. Low Flow",158
"Nov. Low Flow",159
"Dec. Low Flow",120
