"","Model"
"1% Non-Exceedance",4.37
"5% Non-Exceedance",9.28
"50% Non-Exceedance",202
"95% Non-Exceedance",1150
"99% Non-Exceedance",2370
"Sept. 10% Non-Exceedance",9.43
