"","Model"
"Min. 1 Day Min",0.433
"Med. 1 Day Min",4.22
"Min. 3 Day Min",0.504
"Med. 3 Day Min",4.79
"Min. 7 Day Min",0.695
"Med. 7 Day Min",6.39
"Min. 30 Day Min",3.51
"Med. 30 Day Min",11.8
"Min. 90 Day Min",16
"Med. 90 Day Min",59.7
"7Q10",2.03
"Year of 90-Day Low Flow",1993
"Drought Year Mean",401.819482191402
"Mean Baseflow",167
