"","Model"
"Jan. Low Flow",16
"Feb. Low Flow",72.6
"Mar. Low Flow",106
"Apr. Low Flow",193
"May Low Flow",280
"Jun. Low Flow",214
"Jul. Low Flow",126
"Aug. Low Flow",67.6
"Sep. Low Flow",19
"Oct. Low Flow",16.4
"Nov. Low Flow",21
"Dec. Low Flow",18.4
