"","Model"
"Overall Mean Flow",154
"Jan. Mean Flow",196
"Feb. Mean Flow",244
"Mar. Mean Flow",304
"Apr. Mean Flow",215
"May Mean Flow",160
"Jun. Mean Flow",109
"Jul. Mean Flow",65.3
"Aug. Mean Flow",60.2
"Sep. Mean Flow",130
"Oct. Mean Flow",87.7
"Nov. Mean Flow",136
"Dec. Mean Flow",143
