"","Model"
"Min. 1 Day Min",2.87
"Med. 1 Day Min",12.4
"Min. 3 Day Min",2.99
"Med. 3 Day Min",13
"Min. 7 Day Min",3.26
"Med. 7 Day Min",13.4
"Min. 30 Day Min",4.28
"Med. 30 Day Min",16.6
"Min. 90 Day Min",13.9
"Med. 90 Day Min",35.5
"7Q10",4.66
"Year of 90-Day Low Flow",1986
"Drought Year Mean",91.8857535947803
"Mean Baseflow",82.2
