"","Model"
"Jan. Low Flow",13
"Feb. Low Flow",59.9
"Mar. Low Flow",94.5
"Apr. Low Flow",169
"May Low Flow",244
"Jun. Low Flow",185
"Jul. Low Flow",103
"Aug. Low Flow",52.7
"Sep. Low Flow",15.3
"Oct. Low Flow",13.7
"Nov. Low Flow",16.9
"Dec. Low Flow",15.5
