"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",119,29,38,44,45,66,91,76,68,51,39,31,28,141,174,205,183,136,107,71.1,58.8,93.4,62.9,97.7,98.5,6.95,22,7.19,22,7.52,23.3,12.2,29.9,15.6,42.4,13.3,2002,14.1,22,71,313,847,22,64.9,101,222,239,378,338,631,341,301,172,117,80,72,4270,1920,2460,1300,1340,757,768,327,477,205,38.7643835616438
"Model",115,22.6,23.2,51,54,96.9,109,83.4,69.1,53.8,33.1,25.4,22.4,141,177,207,179,131,112,69.3,56,74.9,57.3,85.4,90.7,3.96,14.1,3.98,14.4,4.1,15.1,5.47,20.2,14.6,32,7.81,2002,10,16.7,70.9,321,808,15.2,71.2,60.8,208,120,473,324,712,364,282,191,99.8,71.9,69.5,4430,1430,1900,976,1070,604,612,307,398,208,37.2240166442802
"Pct. Error",-3.36,-22.1,-38.9,15.9,20,46.8,19.8,9.74,1.62,5.49,-15.1,-18.1,-20,0,1.72,0.976,-2.19,-3.68,4.67,-2.53,-4.76,-19.8,-8.9,-12.6,-7.92,-43,-35.9,-44.6,-34.5,-45.5,-35.2,-55.2,-32.4,-6.41,-24.5,-41.3,0,-29.1,-24.1,-0.141,2.56,-4.6,-30.9,9.71,-39.8,-6.31,-49.8,25.1,-4.14,12.8,6.74,-6.31,11,-14.7,-10.1,-3.47,3.75,-25.5,-22.8,-24.9,-20.1,-20.2,-20.3,-6.12,-16.6,1.46,-3.97
