"","Model"
"Jan. Low Flow",12.2
"Feb. Low Flow",40.6
"Mar. Low Flow",55.8
"Apr. Low Flow",86.7
"May Low Flow",150
"Jun. Low Flow",129
"Jul. Low Flow",79.9
"Aug. Low Flow",43.8
"Sep. Low Flow",25.2
"Oct. Low Flow",12.1
"Nov. Low Flow",16.8
"Dec. Low Flow",12.5
