"","Model"
"Overall Mean Flow",229
"Jan. Mean Flow",320
"Feb. Mean Flow",384
"Mar. Mean Flow",475
"Apr. Mean Flow",326
"May Mean Flow",196
"Jun. Mean Flow",103
"Jul. Mean Flow",70.5
"Aug. Mean Flow",139
"Sep. Mean Flow",250
"Oct. Mean Flow",112
"Nov. Mean Flow",165
"Dec. Mean Flow",218
