"","Model"
"Min. 1 Day Min",0.0883
"Med. 1 Day Min",4.34
"Min. 3 Day Min",0.101
"Med. 3 Day Min",5.01
"Min. 7 Day Min",0.138
"Med. 7 Day Min",6.63
"Min. 30 Day Min",1.35
"Med. 30 Day Min",12.1
"Min. 90 Day Min",11.4
"Med. 90 Day Min",42.8
"7Q10",1.11
"Year of 90-Day Low Flow",2002
"Drought Year Mean",64.4226611936033
"Mean Baseflow",93.6
