"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",727,61,151,166,298,397,413,348,176,112,60,52,58,1010,1130,1430,1120,701,451,306,364,647,299,599,702,3.6,21,4.29,28.7,6.36,40.9,13.5,81,25,162,15.1,2002,16.5,48,334,2820,6700,33,260,637,1710,2910,4550,4230,5020,4200,1940,782,1040,1180,470,18000,8320,16800,6910,10700,4080,4370,1870,2990,1410,164.86901369863
"Model",701,58.6,144,183,312,534,403,303,170,116,76.2,58.2,66.8,939,1170,1460,1070,604,396,253,362,665,361,524,648,7.35,39.5,7.5,42.3,8.27,47.9,12.7,63.7,34.2,122,15.5,2002,21.6,44.3,346,2460,5780,40.3,328,385,1010,1160,2640,2470,3560,3030,1020,383,346,760,382,29700,7770,18900,6490,12400,4560,4240,1900,2920,1390,231.127065602853
"Pct. Error",-3.58,-3.93,-4.64,10.2,4.7,34.5,-2.42,-12.9,-3.41,3.57,27,11.9,15.2,-7.03,3.54,2.1,-4.46,-13.8,-12.2,-17.3,-0.549,2.78,20.7,-12.5,-7.69,104,88.1,74.8,47.4,30,17.1,-5.93,-21.4,36.8,-24.7,2.65,0,30.9,-7.71,3.59,-12.8,-13.7,22.1,26.2,-39.6,-40.9,-60.1,-42,-41.6,-29.1,-27.9,-47.4,-51,-66.7,-35.6,-18.7,65,-6.61,12.5,-6.08,15.9,11.8,-2.97,1.6,-2.34,-1.42,40.2
