"","Model"
"Overall Mean Flow",117
"Jan. Mean Flow",145
"Feb. Mean Flow",167
"Mar. Mean Flow",228
"Apr. Mean Flow",172
"May Mean Flow",111
"Jun. Mean Flow",90
"Jul. Mean Flow",53.7
"Aug. Mean Flow",69.2
"Sep. Mean Flow",106
"Oct. Mean Flow",74.1
"Nov. Mean Flow",92.9
"Dec. Mean Flow",99.2
