"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",280,50,51,50,49,51,49,50,50,50,51,50,49,292,270,340,391,301,305,259,273,269,216,221,228,38,46,44,62,60.6,93.3,69.8,128,72.5,143,67.7,2003,44,47,202,760,1350,50,57.5,248,238,263,612,468,632,673,728,562,417,419,412,5710,1370,4300,1270,2380,1100,1200,628,839,438,409.191780821918
"Model",296,47.5,47.6,47.6,49.2,51.4,51.8,49.8,50,49.6,49.3,47.9,47.5,266,330,433,445,339,310,243,227,238,245,232,246,45.1,45.7,68,84,93.5,129,93.2,126,101,154,102,1985,45.6,48.3,216,741,1310,49.6,54.3,214,221,267,466,529,686,685,558,446,295,284,261,2620,1300,2010,1130,1650,751,1310,563,907,491,458.660803621886
"Pct. Error",5.71,-5,-6.67,-4.8,0.408,0.784,5.71,-0.4,0,-0.8,-3.33,-4.2,-3.06,-8.9,22.2,27.4,13.8,12.6,1.64,-6.18,-16.8,-11.5,13.4,4.98,7.89,18.7,-0.652,54.5,35.5,54.3,38.3,33.5,-1.56,39.3,7.69,50.7,100,3.64,2.77,6.93,-2.5,-2.96,-0.8,-5.57,-13.7,-7.14,1.52,-23.9,13,8.54,1.78,-23.4,-20.6,-29.3,-32.2,-36.7,-54.1,-5.11,-53.3,-11,-30.7,-31.7,9.17,-10.4,8.1,12.1,12.1
