"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",287,51,70,57,46,92,70,51,58,53,46,46,46,368,534,505,308,325,228,138,120,94.5,226,292,319,8.5,23,8.63,39,10.9,41,38.4,56,48.1,78.9,16.3,1995,16.7,44,145,1060,2260,45,101,383,669,949,1160,1740,1360,673,1260,399,365,286,119,4010,2920,3700,2350,2650,1760,1630,845,1080,562,239.016438356164
"Model",285,53.5,65,89.9,146,181,172,53.5,53.5,53.5,53.5,53.5,53.5,410,606,530,307,161,182,111,114,116,361,214,333,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5,68.4,53.5,1986,53.5,53.5,154,887,2360,53.5,132,731,701,766,1080,1970,1380,787,390,241,197,224,148,3650,2510,3580,2290,3310,1490,1750,815,1290,552,277.504673386602
"Pct. Error",0.697,-4.9,7.14,-57.7,-217,-96.7,-146,-4.9,7.76,-0.943,-16.3,-16.3,-16.3,-11.4,-13.5,-4.95,0.325,50.5,20.2,19.6,5,-22.8,-59.7,26.7,-4.39,-529,-133,-520,-37.2,-391,-30.5,-39.3,4.46,-11.2,13.3,-228,100,-220,-21.6,-6.21,16.3,-4.42,-18.9,-30.7,-90.9,-4.78,19.3,6.9,-13.2,-1.47,-16.9,69,39.6,46,21.7,-24.4,8.98,14,3.24,2.55,-24.9,15.3,-7.36,3.55,-19.4,1.78,-16.1
