"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",44.8,3.9,10,14,17,29,27.8,24.7,12.2,6.93,3.2,2.1,1.52,60.9,72.3,85.4,67,45,27.5,18.5,22.3,33.6,16.1,47.3,44.6,0,1,-2.16e-14,1.1,0.01,1.24,0.059,2.76,1.52,9.9,0.152,2002,0.36,1.6,19,153,446,0.819,15.5,49.9,178,242,299,243,350,241,224,86,40,75,22,3010,840,1390,503,842,258,299,125,187,84.8,10.0199452054795
"Model",47.8,2.93,8.51,12.5,19.2,32.5,30.3,20,11.9,6.59,3.19,2.47,2.61,64.4,84.2,105,73.4,42.9,27.5,14,19.7,41.2,23.3,37.6,43.6,0.0819,1.76,0.0862,1.82,0.101,2.1,0.326,3.81,2.14,7.12,0.282,2002,0.57,2.14,21.4,147,486,1.66,20.7,30.1,101,97.3,189,196,453,197,84.6,25,32.3,27.9,24,3380,1280,1620,689,978,367,337,149,226,90.9,14.326203476521
"Pct. Error",-6.7,24.9,14.9,10.7,-12.9,-12.1,-8.99,19,2.46,4.91,0.313,-17.6,-71.7,-5.75,-16.5,-23,-9.55,4.67,0,24.3,11.7,-22.6,-44.7,20.5,2.24,-Inf,-76,3.99e+14,-65.5,-910,-69.4,-453,-38,-40.8,28.1,-85.5,0,-58.3,-33.8,-12.6,3.92,-8.97,-103,-33.5,39.7,43.3,59.8,36.8,19.3,-29.4,18.3,62.2,70.9,19.3,62.8,-9.09,-12.3,-52.4,-16.5,-37,-16.2,-42.2,-12.7,-19.2,-20.9,-7.19,-43
