"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",4.92,22.4,355
"Feb. Low Flow",19,159,737
"Mar. Low Flow",118,155,31.4
"Apr. Low Flow",346,340,-1.73
"May Low Flow",519,514,-0.963
"Jun. Low Flow",534,451,-15.5
"Jul. Low Flow",369,241,-34.7
"Aug. Low Flow",62.5,175,180
"Sep. Low Flow",11,53.3,385
"Oct. Low Flow",2.8,23.3,732
"Nov. Low Flow",5.3,37.8,613
"Dec. Low Flow",3.34,23.9,616
