"","Model"
"Overall Mean Flow",691
"Jan. Mean Flow",945
"Feb. Mean Flow",1320
"Mar. Mean Flow",1310
"Apr. Mean Flow",1020
"May Mean Flow",722
"Jun. Mean Flow",554
"Jul. Mean Flow",383
"Aug. Mean Flow",352
"Sep. Mean Flow",300
"Oct. Mean Flow",316
"Nov. Mean Flow",432
"Dec. Mean Flow",681
