"","Model"
"Jan. Low Flow",119
"Feb. Low Flow",199
"Mar. Low Flow",295
"Apr. Low Flow",435
"May Low Flow",688
"Jun. Low Flow",728
"Jul. Low Flow",545
"Aug. Low Flow",363
"Sep. Low Flow",342
"Oct. Low Flow",215
"Nov. Low Flow",190
"Dec. Low Flow",149
