"","Model"
"Jan. Low Flow",91.7
"Feb. Low Flow",125
"Mar. Low Flow",206
"Apr. Low Flow",219
"May Low Flow",360
"Jun. Low Flow",392
"Jul. Low Flow",271
"Aug. Low Flow",233
"Sep. Low Flow",194
"Oct. Low Flow",140
"Nov. Low Flow",129
"Dec. Low Flow",109
