"","Model"
"Min. 1 Day Min",16.3
"Med. 1 Day Min",61.6
"Min. 3 Day Min",16.5
"Med. 3 Day Min",63.2
"Min. 7 Day Min",17.3
"Med. 7 Day Min",67.9
"Min. 30 Day Min",24.6
"Med. 30 Day Min",91.7
"Min. 90 Day Min",56.1
"Med. 90 Day Min",141
"7Q10",34.4
"Year of 90-Day Low Flow",2002
"Drought Year Mean",151.566318121811
"Mean Baseflow",268
