"","Model"
"Jan. High Flow",220
"Feb. High Flow",511
"Mar. High Flow",514
"Apr. High Flow",1070
"May High Flow",1040
"Jun. High Flow",1720
"Jul. High Flow",1380
"Aug. High Flow",782
"Sep. High Flow",508
"Oct. High Flow",396
"Nov. High Flow",249
"Dec. High Flow",273
