"","Model"
"Min. 1 Day Min",56.9
"Med. 1 Day Min",145
"Min. 3 Day Min",57.3
"Med. 3 Day Min",148
"Min. 7 Day Min",59.4
"Med. 7 Day Min",155
"Min. 30 Day Min",64.5
"Med. 30 Day Min",194
"Min. 90 Day Min",112
"Med. 90 Day Min",257
"7Q10",85
"Year of 90-Day Low Flow",2002
"Drought Year Mean",207.627618992965
"Mean Baseflow",441
