"","Model"
"Overall Mean Flow",702
"Jan. Mean Flow",829
"Feb. Mean Flow",930
"Mar. Mean Flow",1290
"Apr. Mean Flow",1070
"May Mean Flow",730
"Jun. Mean Flow",637
"Jul. Mean Flow",424
"Aug. Mean Flow",467
"Sep. Mean Flow",544
"Oct. Mean Flow",457
"Nov. Mean Flow",481
"Dec. Mean Flow",593
