WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-77.3475294678852 37.8701052239272,-77.3658203128942 37.870050275108,-77.365891420812 37.8845497606123,-77.3475970205065 37.8846047198854,-77.3475294678852 37.8701052239272))",12821,144970,37,10,12,34,"3466",5.105,59.4,AQAQ,21120,27878400,12794,144970,37,10,12,58.8,3466,AQAQ,60.7549,60.7441,60.7064,60.6622,60.6195,58.1865,57.59,57.2504,57.0216,56.8558,58.1862,58.1219,58.64,59.0144,59.2646,1.9549,1.9441,1.9064,1.8622,1.8195,-0.6135,-1.21,-1.5496,-1.7784,-1.9442,-0.6138,-0.6781,-0.16,0.2144,0.4646
"POLYGON ((-77.3109477004944 37.8702066680052,-77.3292385966247 37.8701573548949,-77.3293025939344 37.8846568607708,-77.3110081424779 37.8847061832629,-77.3109477004944 37.8702066680052))",12827,144972,37,12,12,12,"3468",-14.8806,49.6,AQAQ,21120,27878400,12800,144972,37,12,12,49.6,3468,AQAQ,20.1789,20.1592,19.9956,19.7953,19.5996,8.90201,6.16248,4.59856,3.54429,2.77873,8.90219,8.88068,11.4253,13.2131,14.3978,-29.4211,-29.4408,-29.6044,-29.8047,-30.0004,-40.69799,-43.43752,-45.00144,-46.05571,-46.82127,-40.69781,-40.71932,-38.1747,-36.3869,-35.2022
"POLYGON ((-77.292656780876 37.8702531632528,-77.3109477004944 37.8702066680052,-77.3110081424779 37.8847061832629,-77.2927136675196 37.884752687356,-77.292656780876 37.8702531632528))",12830,144973,37,13,12,0,"3469",-7.5437,39.4,AQAQ,21120,27878400,12803,144973,37,13,12,40.8,3469,AQAQ,17.2882,17.2618,17.0869,16.8747,16.668,5.75348,2.87786,1.23226,0.121911,-0.684424,5.75374,5.71149,8.35944,10.2274,11.4676,-23.5118,-23.5382,-23.7131,-23.9253,-24.132,-35.04652,-37.92214,-39.56774,-40.678089,-41.484424,-35.04626,-35.08851,-32.44056,-30.5726,-29.3324
"POLYGON ((-77.2743658391509 37.8702968406324,-77.292656780876 37.8702531632528,-77.2927136675196 37.884752687356,-77.2744191704418 37.8847963730451,-77.2743658391509 37.8702968406324))",12833,144974,37,14,12,-13,"3470",0.4606,26.6,AQAQ,21120,27878400,12806,144974,37,14,12,29,3470,AQAQ,12.2479,12.2133,12.0202,11.7878,11.562,0.065798,-3.05275,-4.84253,-6.05123,-6.92934,0.066519,0.0182729,2.87181,4.89107,6.23402,-16.7521,-16.7867,-16.9798,-17.2122,-17.438,-28.934202,-32.05275,-33.84253,-35.05123,-35.92934,-28.933481,-28.9817271,-26.12819,-24.10893,-22.76598
"POLYGON ((-77.2560748767009 37.8703377001392,-77.2743658391509 37.8702968406324,-77.2744191704418 37.8847963730451,-77.2561246526269 37.8848372403254,-77.2560748767009 37.8703377001392))",12836,144975,37,15,12,-26,"3471",8.7346,12.4,AQAQ,21120,27878400,12809,144975,37,15,12,11.6,3471,AQAQ,5.87863,5.8349,5.61918,5.36145,5.11158,-7.1614,-10.5864,-12.5583,-13.8912,-14.8601,-7.16022,-7.19606,-4.07279,-1.8586,-0.383862,-5.72137,-5.7651,-5.98082,-6.23855,-6.48842,-18.7614,-22.1864,-24.1583,-25.4912,-26.4601,-18.76022,-18.79606,-15.67279,-13.4586,-11.983862
"POLYGON ((-77.2377838949076 37.8703757417687,-77.2560748767009 37.8703377001392,-77.2561246526269 37.8848372403254,-77.2378301154574 37.8848752891922,-77.2377838949076 37.8703757417687))",12839,144976,37,16,12,-38,"3472",27.9441,-11.8,AQAQ,21120,27878400,12812,144976,37,16,12,-7.6,3472,AQAQ,0.56481,0.51234,0.276921,-0.00263657,-0.273114,-13.181,-16.8648,-18.9915,-20.4302,-21.4764,-13.1794,-13.2023,-9.85292,-7.47471,-5.88874,8.16481,8.11234,7.876921,7.59736343,7.326886,-5.581,-9.2648,-11.3915,-12.8302,-13.8764,-5.5794,-5.6023,-2.25292,0.12529,1.71126
"POLYGON ((-77.2194928951525 37.8704109655166,-77.2377838949076 37.8703757417687,-77.2378301154574 37.8848752891922,-77.2195355603157 37.8849105196413,-77.2194928951525 37.8704109655166))",12842,144977,37,17,12,-51,"3473",25.5317,-12.6,AQAQ,21120,27878400,12815,144977,37,17,12,2.2,3473,AQAQ,-2.52283,-2.5834,-2.83187,-3.12512,-3.40828,-16.5679,-20.4024,-22.6212,-24.1234,-25.216,-16.5663,-16.5874,-13.1159,-10.6459,-8.99655,-4.72283,-4.7834,-5.03187,-5.32512,-5.60828,-18.7679,-22.6024,-24.8212,-26.3234,-27.416,-18.7663,-18.7874,-15.3159,-12.8459,-11.19655
"POLYGON ((-77.2012018788173 37.8704433713791,-77.2194928951525 37.8704109655166,-77.2195355603157 37.8849105196413,-77.2012409885842 37.8849429316689,-77.2012018788173 37.8704433713791))",12846,144978,37,18,12,-64,"3474",25.90824,-17.2,AQAQ,21120,27878400,12819,144978,37,18,12,-10.6,3474,AQAQ,-6.43888,-6.50892,-6.77402,-7.08493,-7.38453,-20.8886,-24.9167,-27.2544,-28.8388,-29.9918,-20.8867,-20.8806,-17.2413,-14.649,-12.9158,4.16112,4.09108,3.82598,3.51507,3.21547,-10.2886,-14.3167,-16.6544,-18.2388,-19.3918,-10.2867,-10.2806,-6.6413,-4.049,-2.3158
"POLYGON ((-77.1829108472837 37.8704729593525,-77.2012018788173 37.8704433713791,-77.2012409885842 37.8849429316689,-77.1829464016455 37.8849725252714,-77.1829108472837 37.8704729593525))",12850,144979,37,19,12,-78,"3475",34.12793,-28.2,AQAQ,21120,27878400,12823,144979,37,19,12,-25.6,3475,AQAQ,-9.39679,-9.47528,-9.75378,-10.0786,-10.3911,-24.0929,-28.2667,-30.6956,-32.3432,-33.5427,-24.0907,-24.0556,-20.2903,-17.606,-15.8093,16.20321,16.12472,15.84622,15.5214,15.2089,1.5071,-2.6667,-5.0956,-6.7432,-7.9427,1.5093,1.5444,5.3097,7.994,9.7907
"POLYGON ((-77.4023237305668 37.8554324014846,-77.4206109346683 37.8553690112101,-77.4206926765977 37.8698685216035,-77.4024019186321 37.8699319239396,-77.4023237305668 37.8554324014846))",13204,145063,38,7,12,50,"3559",-13.1924,73.8,AQAQ,21120,27878400,13177,145063,38,7,12,84,3559,AQAQ,62.2982,62.2943,62.2821,62.2677,62.2539,61.3554,61.1588,61.0477,60.973,60.919,61.3553,61.3335,61.5042,61.6272,61.7092,-21.7018,-21.7057,-21.7179,-21.7323,-21.7461,-22.6446,-22.8412,-22.9523,-23.027,-23.081,-22.6447,-22.6665,-22.4958,-22.3728,-22.2908
"POLYGON ((-77.3840364960869 37.8554929744629,-77.4023237305668 37.8554324014846,-77.4024019186321 37.8699319239396,-77.3841111302704 37.8699925084433,-77.3840364960869 37.8554929744629))",13207,145064,38,8,12,44,"3560",-15.8943,77,AQAQ,21120,27878400,13180,145064,38,8,12,75.6,3560,AQAQ,58.03,58.0241,58.0014,57.9745,57.9485,56.3369,55.9692,55.7609,55.6208,55.5194,56.3366,56.3021,56.6258,56.858,57.0126,-17.57,-17.5759,-17.5986,-17.6255,-17.6515,-19.2631,-19.6308,-19.8391,-19.9792,-20.0806,-19.2634,-19.2979,-18.9742,-18.742,-18.5874
"POLYGON ((-77.3657492326095 37.8555507301382,-77.3840364960869 37.8554929744629,-77.3841111302704 37.8699925084433,-77.3658203128942 37.870050275108,-77.3657492326095 37.8555507301382))",13210,145065,38,9,12,35,"3561",-7.9981,70.2,AQAQ,21120,27878400,13183,145065,38,9,12,75.2,3561,AQAQ,58.7785,58.771,58.7418,58.7072,58.6736,56.6537,56.1806,55.9123,55.7316,55.6008,56.6534,56.6101,57.0273,57.3265,57.5257,-16.4215,-16.429,-16.4582,-16.4928,-16.5264,-18.5463,-19.0194,-19.2877,-19.4684,-19.5992,-18.5466,-18.5899,-18.1727,-17.8735,-17.6743
"POLYGON ((-77.3474619415152 37.8556056685041,-77.3657492326095 37.8555507301382,-77.3658203128942 37.870050275108,-77.3475294678852 37.8701052239272,-77.3474619415152 37.8556056685041))",13213,145066,38,10,12,26,"3562",-1.7912,64.4,AQAQ,21120,27878400,13186,145066,38,10,12,63.4,3562,AQAQ,58.7043,58.6955,58.6594,58.6166,58.5751,56.1428,55.5589,55.2273,55.004,54.8423,56.1425,56.0918,56.6082,56.9782,57.2247,-4.6957,-4.7045,-4.7406,-4.7834,-4.8249,-7.2572,-7.8411,-8.1727,-8.396,-8.5577,-7.2575,-7.3082,-6.7918,-6.4218,-6.1753
"POLYGON ((-77.3291746241848 37.8556577895545,-77.3474619415152 37.8556056685041,-77.3475294678852 37.8701052239272,-77.3292385966247 37.8701573548949,-77.3291746241848 37.8556577895545))",13216,145067,38,11,12,14,"3563",-0.5697,53.2,AQAQ,21120,27878400,13189,145067,38,11,12,47.8,3563,AQAQ,41.9571,41.9504,41.8581,41.7436,41.6312,34.9822,33.3895,32.485,31.8763,31.4345,34.9822,34.9856,36.4848,37.5311,38.222,-5.8429,-5.8496,-5.9419,-6.0564,-6.1688,-12.8178,-14.4105,-15.315,-15.9237,-16.3655,-12.8178,-12.8144,-11.3152,-10.2689,-9.578
"POLYGON ((-77.3108872819991 37.8557070932836,-77.3291746241848 37.8556577895545,-77.3292385966247 37.8701573548949,-77.3109477004944 37.8702066680052,-77.3108872819991 37.8557070932836))",13219,145068,38,12,12,3,"3564",-11.5842,46.6,AQAQ,21120,27878400,13192,145068,38,12,12,50.6,3564,AQAQ,19.04,19.0323,18.8693,18.6659,18.466,6.91765,4.09134,2.48352,1.40083,0.614729,6.91781,6.97671,9.66339,11.5313,12.764,-31.56,-31.5677,-31.7307,-31.9341,-32.134,-43.68235,-46.50866,-48.11648,-49.19917,-49.985271,-43.68219,-43.62329,-40.93661,-39.0687,-37.836
"POLYGON ((-77.2925999163389 37.855753579686,-77.3108872819991 37.8557070932836,-77.3109477004944 37.8702066680052,-77.292656780876 37.8702531632528,-77.2925999163389 37.855753579686))",13222,145069,38,13,12,-5,"3565",-7.4213,39.4,AQAQ,21120,27878400,13195,145069,38,13,12,40,3565,AQAQ,15.9407,15.927,15.7526,15.5367,15.3251,3.53362,0.561258,-1.13394,-2.27658,-3.10629,3.53394,3.58159,6.3862,8.34311,9.63679,-24.0593,-24.073,-24.2474,-24.4633,-24.6749,-36.46638,-39.438742,-41.13394,-42.27658,-43.10629,-36.46606,-36.41841,-33.6138,-31.65689,-30.36321
"POLYGON ((-77.2743125285851 37.8557972487566,-77.2925999163389 37.855753579686,-77.292656780876 37.8702531632528,-77.2743658391509 37.8702968406324,-77.2743125285851 37.8557972487566))",13225,145070,38,14,12,-16,"3566",-4.0362,30,AQAQ,21120,27878400,13198,145070,38,14,12,31.6,3566,AQAQ,9.85659,9.83787,9.64395,9.40539,9.17199,-3.39443,-6.6504,-8.51287,-9.76957,-10.6825,-3.3936,-3.31462,-0.246172,1.89686,3.31519,-21.74341,-21.76213,-21.95605,-22.19461,-22.42801,-34.99443,-38.2504,-40.11287,-41.36957,-42.2825,-34.9936,-34.91462,-31.846172,-29.70314,-28.28481
"POLYGON ((-77.2560251201183 37.8558381004904,-77.2743125285851 37.8557972487566,-77.2743658391509 37.8702968406324,-77.2560748767009 37.8703377001392,-77.2560251201183 37.8558381004904))",13228,145071,38,15,12,-29,"3567",3.9754,15.8,AQAQ,21120,27878400,13201,145071,38,15,12,21.6,3567,AQAQ,3.36772,3.34264,3.12754,2.86461,2.60788,-10.748,-14.3033,-16.3434,-17.7213,-18.7228,-10.7467,-10.6287,-7.28213,-4.94278,-3.39275,-18.23228,-18.25736,-18.47246,-18.73539,-18.99212,-32.348,-35.9033,-37.9434,-39.3213,-40.3228,-32.3467,-32.2287,-28.88213,-26.54278,-24.99275
"POLYGON ((-77.2377376923194 37.8558761348829,-77.2560251201183 37.8558381004904,-77.2560748767009 37.8703377001392,-77.2377838949076 37.8703757417687,-77.2377376923194 37.8558761348829))",13231,145072,38,16,12,-42,"3568",15.2211,-0.4,AQAQ,21120,27878400,13204,145072,38,16,12,4.8,3568,AQAQ,-1.57306,-1.60522,-1.83795,-2.1206,-2.39602,-16.3045,-20.0938,-22.2742,-23.748,-24.8197,-16.3028,-16.1577,-12.6002,-10.1098,-8.4577,-6.37306,-6.40522,-6.63795,-6.9206,-7.19602,-21.1045,-24.8938,-27.0742,-28.548,-29.6197,-21.1028,-20.9577,-17.4002,-14.9098,-13.2577
"POLYGON ((-77.2194502465693 37.8559113519299,-77.2377376923194 37.8558761348829,-77.2377838949076 37.8703757417687,-77.2194928951525 37.8704109655166,-77.2194502465693 37.8559113519299))",13234,145073,38,17,12,-54,"3569",25.2842,-14.8,AQAQ,21120,27878400,13207,145073,38,17,12,-19,3569,AQAQ,-4.55751,-4.59677,-4.84177,-5.13743,-5.42496,-19.5586,-23.491,-25.7593,-27.2937,-28.4098,-19.5566,-19.3969,-15.7181,-13.1382,-11.4246,14.44249,14.40323,14.15823,13.86257,13.57504,-0.5586,-4.491,-6.7593,-8.2937,-9.4098,-0.5566,-0.3969,3.2819,5.8618,7.5754
"POLYGON ((-77.1828753067387 37.8559733339722,-77.2011627842488 37.8559437516276,-77.2012018788173 37.8704433713791,-77.1829108472837 37.8704729593525,-77.1828753067387 37.8559733339722))",13241,145075,38,19,12,-80,"3571",37.76311,-32.8,AQAQ,21120,27878400,13214,145075,38,19,12,-28.2,3571,AQAQ,-10.7218,-10.7759,-11.0473,-11.371,-11.6847,-26.2605,-30.4933,-32.9485,-34.6125,-35.8239,-26.2581,-26.02,-22.0703,-19.296,-17.4494,17.4782,17.4241,17.1527,16.829,16.5153,1.9395,-2.2933,-4.7485,-6.4125,-7.6239,1.9419,2.18,6.1297,8.904,10.7506
"POLYGON ((-77.4022455728799 37.8409328204966,-77.4205292244981 37.8408694422829,-77.4206109346683 37.8553690112101,-77.4023237305668 37.8554324014846,-77.4022455728799 37.8409328204966))",13596,145159,39,7,12,43,"3655",-5.4343,59.8,AQAQ,21120,27878400,13567,145159,39,7,12,72.8,3655,AQAQ,51.6147,51.6117,51.599,51.5838,51.5691,50.6284,50.4196,50.3015,50.2221,50.1646,50.6281,50.6124,50.7988,50.9316,51.0198,-21.1853,-21.1883,-21.201,-21.2162,-21.2309,-22.1716,-22.3804,-22.4985,-22.5779,-22.6354,-22.1719,-22.1876,-22.0012,-21.8684,-21.7802
"POLYGON ((-77.383961890901 37.84099338195,-77.4022455728799 37.8409328204966,-77.4023237305668 37.8554324014846,-77.3840364960869 37.8554929744629,-77.383961890901 37.84099338195))",13599,145160,39,8,12,35,"3656",-8.0587,65,AQAQ,21120,27878400,13570,145160,39,8,12,66.8,3656,AQAQ,54.1615,54.1568,54.1372,54.1138,54.0911,52.6624,52.3398,52.1574,52.0347,51.9459,52.6621,52.6381,52.9263,53.1316,53.268,-12.6385,-12.6432,-12.6628,-12.6862,-12.7089,-14.1376,-14.4602,-14.6426,-14.7653,-14.8541,-14.1379,-14.1619,-13.8737,-13.6684,-13.532
"POLYGON ((-77.3656781799415 37.8410511266364,-77.383961890901 37.84099338195,-77.3840364960869 37.8554929744629,-77.3657492326095 37.8555507301382,-77.3656781799415 37.8410511266364))",13602,145161,39,9,12,26,"3657",-4.5939,63.6,AQAQ,21120,27878400,13573,145161,39,9,12,64,3657,AQAQ,55.7538,55.7478,55.7214,55.6899,55.6592,53.7716,53.3375,53.0918,52.9266,52.807,53.7712,53.7405,54.1294,54.4061,54.5899,-8.2462,-8.2522,-8.2786,-8.3101,-8.3408,-10.2284,-10.6625,-10.9082,-11.0734,-11.193,-10.2288,-10.2595,-9.8706,-9.5939,-9.4101
"POLYGON ((-77.3473944413812 37.8411060545495,-77.3656781799415 37.8410511266364,-77.3657492326095 37.8555507301382,-77.3474619415152 37.8556056685041,-77.3473944413812 37.8411060545495))",13605,145162,39,10,12,17,"3658",2.4563,57.2,AQAQ,21120,27878400,13576,145162,39,10,12,60.4,3658,AQAQ,55.192,55.186,55.1477,55.1011,55.0556,52.2591,51.6131,51.2473,51.0014,50.8232,52.2587,52.2331,52.8255,53.243,53.5194,-5.208,-5.214,-5.2523,-5.2989,-5.3444,-8.1409,-8.7869,-9.1527,-9.3986,-9.5768,-8.1413,-8.1669,-7.5745,-7.157,-6.8806
"POLYGON ((-77.3291106766002 37.8411581656832,-77.3473944413812 37.8411060545495,-77.3474619415152 37.8556056685041,-77.3291746241848 37.8556577895545,-77.3291106766002 37.8411581656832))",13608,145163,39,11,12,6,"3659",-8.4986,47.2,AQAQ,21120,27878400,13579,145163,39,11,12,48,3659,AQAQ,21.2701,21.2797,21.1299,20.9373,20.7463,8.59225,5.84773,4.2958,3.25271,2.49553,8.59258,8.75723,11.4508,13.2965,14.5073,-26.7299,-26.7203,-26.8701,-27.0627,-27.2537,-39.40775,-42.15227,-43.7042,-44.74729,-45.50447,-39.40742,-39.24277,-36.5492,-34.7035,-33.4927
"POLYGON ((-77.3108268869783 37.8412074600316,-77.3291106766002 37.8411581656832,-77.3291746241848 37.8556577895545,-77.3108872819991 37.8557070932836,-77.3108268869783 37.8412074600316))",13611,145164,39,12,12,-3,"3660",-4.1217,40.8,AQAQ,21120,27878400,13582,145164,39,12,12,40.8,3660,AQAQ,19.1884,19.1933,19.035,18.8334,18.6339,6.38007,3.53049,1.91561,0.829452,0.0409153,6.3803,6.52432,9.29683,11.2043,12.4579,-21.6116,-21.6067,-21.765,-21.9666,-22.1661,-34.41993,-37.26951,-38.88439,-39.970548,-40.7590847,-34.4197,-34.27568,-31.50317,-29.5957,-28.3421
"POLYGON ((-77.2925430738956 37.8412539375893,-77.3108268869783 37.8412074600316,-77.3108872819991 37.8557070932836,-77.2925999163389 37.855753579686,-77.2925430738956 37.8412539375893))",13614,145165,39,13,12,-12,"3661",3.353,30.8,AQAQ,21120,27878400,13585,145165,39,13,12,26.4,3661,AQAQ,16.4715,16.4713,16.3028,16.0901,15.8803,3.45215,0.473168,-1.2193,-2.35859,-3.18586,3.45253,3.58598,6.46276,8.44912,9.75675,-9.9285,-9.9287,-10.0972,-10.3099,-10.5197,-22.94785,-25.926832,-27.6193,-28.75859,-29.58586,-22.94747,-22.81402,-19.93724,-17.95088,-16.64325
"POLYGON ((-77.2742592387321 37.8412975983511,-77.2925430738956 37.8412539375893,-77.2925999163389 37.855753579686,-77.2743125285851 37.8557972487566,-77.2742592387321 37.8412975983511))",13617,145166,39,14,12,-20,"3662",-0.9478,22.2,AQAQ,21120,27878400,13588,145166,39,14,12,23.4,3662,AQAQ,4.30604,4.30567,4.10422,3.85045,3.60039,-10.5677,-14.0842,-16.0912,-17.4446,-18.428,-10.5666,-10.2927,-6.86623,-4.50753,-2.95426,-19.09396,-19.09433,-19.29578,-19.54955,-19.79961,-33.9677,-37.4842,-39.4912,-40.8446,-41.828,-33.9666,-33.6927,-30.26623,-27.90753,-26.35426
"POLYGON ((-77.2559753828677 37.8413384423123,-77.2742592387321 37.8412975983511,-77.2743125285851 37.8557972487566,-77.2560251201183 37.8558381004904,-77.2559753828677 37.8413384423123))",13620,145167,39,15,12,-32,"3663",7.5134,10.4,AQAQ,21120,27878400,13591,145167,39,15,12,15,3663,AQAQ,0.37625,0.371,0.156251,-0.112513,-0.376842,-14.9344,-18.63,-20.7444,-22.1713,-23.2084,-14.9328,-14.6358,-11.0459,-8.57068,-6.93879,-14.62375,-14.629,-14.843749,-15.112513,-15.376842,-29.9344,-33.63,-35.7444,-37.1713,-38.2084,-29.9328,-29.6358,-26.0459,-23.57068,-21.93879
"POLYGON ((-77.2376915076826 37.8413764694682,-77.2559753828677 37.8413384423123,-77.2560251201183 37.8558381004904,-77.2377376923194 37.8558761348829,-77.2376915076826 37.8413764694682))",13623,145168,39,16,12,-45,"3664",16.5746,-3,AQAQ,21120,27878400,13594,145168,39,16,12,7.4,3664,AQAQ,-3.54351,-3.55462,-3.78348,-4.06796,-4.34715,-19.2585,-23.1376,-25.3628,-26.8656,-27.9584,-19.2565,-18.9306,-15.1741,-12.5798,-10.8673,-10.94351,-10.95462,-11.18348,-11.46796,-11.74715,-26.6585,-30.5376,-32.7628,-34.2656,-35.3584,-26.6565,-26.3306,-22.5741,-19.9798,-18.2673
"POLYGON ((-77.2194076145566 37.8414116798147,-77.2376915076826 37.8413764694682,-77.2377376923194 37.8558761348829,-77.2194502465693 37.8559113519299,-77.2194076145566 37.8414116798147))",13626,145169,39,17,12,-57,"3665",23.18469,-14,AQAQ,21120,27878400,13597,145169,39,17,12,-6.4,3665,AQAQ,-6.19638,-6.21341,-6.45304,-6.74901,-7.03891,-22.1172,-26.1217,-28.4244,-29.9807,-31.1128,-22.115,-21.7648,-17.8981,-15.2237,-13.4563,0.20362,0.18659,-0.05304,-0.34901,-0.63891,-15.7172,-19.7217,-22.0244,-23.5807,-24.7128,-15.715,-15.3648,-11.4981,-8.8237,-7.0563
"POLYGON ((-77.2011237048698 37.8414440733479,-77.2194076145566 37.8414116798147,-77.2194502465693 37.8559113519299,-77.2011627842488 37.8559437516276,-77.2011237048698 37.8414440733479))",13630,145170,39,18,12,-69,"3666",33.72163,-27.2,AQAQ,21120,27878400,13601,145170,39,18,12,-29,3666,AQAQ,-9.20839,-9.23127,-9.48309,-9.7923,-10.0946,-25.3936,-29.5429,-31.9353,-33.5538,-34.7316,-25.3912,-24.9926,-20.9894,-18.2188,-16.3861,19.79161,19.76873,19.51691,19.2077,18.9054,3.6064,-0.5429,-2.9353,-4.5538,-5.7316,3.6088,4.0074,8.0106,10.7812,12.6139
"POLYGON ((-77.3838873146958 37.8264937318379,-77.4021674455536 37.8264331819088,-77.4022455728799 37.8409328204966,-77.383961890901 37.84099338195,-77.3838873146958 37.8264937318379))",13989,145256,40,8,12,26,"3752",-5.4075,58,AQAQ,21120,27878400,13959,145256,40,8,12,57.8,3752,AQAQ,50.437,50.4337,50.4184,50.4001,50.3823,49.2355,48.9818,48.8385,48.7422,48.6726,49.2353,49.222,49.4523,49.615,49.7228,-7.363,-7.3663,-7.3816,-7.3999,-7.4177,-8.5645,-8.8182,-8.9615,-9.0578,-9.1274,-8.5647,-8.578,-8.3477,-8.185,-8.0772
"POLYGON ((-77.3656071548743 37.8265514655361,-77.3838873146958 37.8264937318379,-77.383961890901 37.84099338195,-77.3656781799415 37.8410511266364,-77.3656071548743 37.8265514655361))",13992,145257,40,9,12,17,"3753",-2.1851,57.4,AQAQ,21120,27878400,13962,145257,40,9,12,56.2,3753,AQAQ,51.2176,51.2144,51.1873,51.1539,51.1211,48.8816,48.4116,48.1466,47.9688,47.8399,48.8813,48.884,49.3269,49.6348,49.8377,-4.9824,-4.9856,-5.0127,-5.0461,-5.0789,-7.3184,-7.7884,-8.0534,-8.2312,-8.3601,-7.3187,-7.316,-6.8731,-6.5652,-6.3623
"POLYGON ((-77.3473269674681 37.8266063829969,-77.3656071548743 37.8265514655361,-77.3656781799415 37.8410511266364,-77.3473944413812 37.8411060545495,-77.3473269674681 37.8266063829969))",13995,145258,40,10,12,8,"3754",-3.5574,52.8,AQAQ,21120,27878400,13965,145258,40,10,12,53.4,3754,AQAQ,37.0961,37.1077,37.017,36.8984,36.7802,28.6048,26.8859,25.9187,25.2695,24.7985,28.605,28.7518,30.4715,31.639,32.402,-16.3039,-16.2923,-16.383,-16.5016,-16.6198,-24.7952,-26.5141,-27.4813,-28.1305,-28.6015,-24.795,-24.6482,-22.9285,-21.761,-20.998
"POLYGON ((-77.3290467538564 37.8266584842143,-77.3473269674681 37.8266063829969,-77.3473944413812 37.8411060545495,-77.3291106766002 37.8411581656832,-77.3290467538564 37.8266584842143))",13998,145259,40,11,12,-1,"3755",-4.089,44.6,AQAQ,21120,27878400,13968,145259,40,11,12,44.2,3755,AQAQ,21.6872,21.7086,21.564,21.374,21.1845,8.32815,5.57631,4.02603,2.98506,2.22957,8.3286,8.58311,11.347,13.2214,14.4461,-22.5128,-22.4914,-22.636,-22.826,-23.0155,-35.87185,-38.62369,-40.17397,-41.21494,-41.97043,-35.8714,-35.61689,-32.853,-30.9786,-29.7539
"POLYGON ((-77.3107665154183 37.8267077691824,-77.3290467538564 37.8266584842143,-77.3291106766002 37.8411581656832,-77.3108268869783 37.8412074600316,-77.3107665154183 37.8267077691824))",14001,145260,40,12,12,-10,"3756",4.8083,34,AQAQ,21120,27878400,13971,145260,40,12,12,38.8,3756,AQAQ,19.9095,19.9274,19.7758,19.5782,19.3814,6.45835,3.61654,2.01247,0.934763,0.1525,6.45876,6.69725,9.53059,11.4587,12.7203,-18.8905,-18.8726,-19.0242,-19.2218,-19.4186,-32.34165,-35.18346,-36.78753,-37.865237,-38.6475,-32.34124,-32.10275,-29.26941,-27.3413,-26.0797
"POLYGON ((-77.2924862535331 37.8267542378958,-77.3107665154183 37.8267077691824,-77.3108268869783 37.8412074600316,-77.2925430738956 37.8412539375893,-77.2924862535331 37.8267542378958))",14004,145261,40,13,12,-18,"3757",7.8501,27.8,AQAQ,21120,27878400,13974,145261,40,13,12,30,3757,AQAQ,17.6881,17.7022,17.5422,17.3354,17.13,4.09139,1.1413,-0.527679,-1.64976,-2.46441,4.09199,4.32212,7.24367,9.23823,10.5454,-12.3119,-12.2978,-12.4578,-12.6646,-12.87,-25.90861,-28.8587,-30.527679,-31.64976,-32.46441,-25.90801,-25.67788,-22.75633,-20.76177,-19.4546
"POLYGON ((-77.27420596958 37.8267978903494,-77.2924862535331 37.8267542378958,-77.2925430738956 37.8412539375893,-77.2742592387321 37.8412975983511,-77.27420596958 37.8267978903494))",14007,145262,40,14,12,-27,"3758",0.5978,18.8,AQAQ,21120,27878400,13977,145262,40,14,12,26.8,3758,AQAQ,0.109099,0.12893,-0.0747807,-0.337736,-0.598701,-16.2145,-19.9152,-22.0221,-23.4421,-24.4741,-16.213,-15.733,-12.0124,-9.4854,-7.82917,-26.690901,-26.67107,-26.8747807,-27.137736,-27.398701,-43.0145,-46.7152,-48.8221,-50.2421,-51.2741,-43.013,-42.533,-38.8124,-36.2854,-34.62917
"POLYGON ((-77.255925664938 37.8268387265384,-77.27420596958 37.8267978903494,-77.2742592387321 37.8412975983511,-77.2559753828677 37.8413384423123,-77.255925664938 37.8268387265384))",14010,145263,40,15,12,-36,"3759",7.0038,9.8,AQAQ,21120,27878400,13980,145263,40,15,12,20.6,3759,AQAQ,-2.35621,-2.34088,-2.55376,-2.82668,-3.097,-18.8285,-22.6427,-24.8186,-26.2861,-27.3528,-18.8266,-18.3359,-14.5172,-11.9183,-10.213,-22.95621,-22.94088,-23.15376,-23.42668,-23.697,-39.4285,-43.2427,-45.4186,-46.8861,-47.9528,-39.4266,-38.9359,-35.1172,-32.5183,-30.813
