WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-77.3651107508757 37.7250523034417,-77.3833660913024 37.7249946466459,-77.3834404651147 37.7394946738313,-77.3651815831872 37.7395523416114,-77.3651107508757 37.7250523034417))",16741,235977,47,9,19,-30,"4425",48.8534,10.4,POAQ,21120,27878400,16708,235977,47,9,19,10.6,4425,POAQ,21.4204,21.5472,21.4415,21.2668,21.082,-5.0038,-7.84348,-9.41491,-10.4676,-11.2336,-4.99985,-3.29028,0.29104,2.50321,3.90384,10.8204,10.9472,10.8415,10.6668,10.482,-15.6038,-18.44348,-20.01491,-21.0676,-21.8336,-15.59985,-13.89028,-10.30896,-8.09679,-6.69616
"POLYGON ((-77.3468553829765 37.7251071477512,-77.3651107508757 37.7250523034417,-77.3651815831872 37.7395523416114,-77.3469226737712 37.7396071963696,-77.3468553829765 37.7251071477512))",16744,235978,47,10,19,-45,"4426",46.433,-2.4,POAQ,21120,27878400,16711,235978,47,10,19,-7.6,4426,POAQ,6.12657,6.27488,6.15296,5.95161,5.73887,-22.5182,-25.7612,-27.5636,-28.7725,-29.6529,-22.5124,-20.4539,-16.3368,-13.7967,-12.188,13.72657,13.87488,13.75296,13.55161,13.33887,-14.9182,-18.1612,-19.9636,-21.1725,-22.0529,-14.9124,-12.8539,-8.7368,-6.1967,-4.588
"POLYGON ((-77.3285999889784 37.7251591795687,-77.3468553829765 37.7251071477512,-77.3469226737712 37.7396071963696,-77.3286637382411 37.7396592380998,-77.3285999889784 37.7251591795687))",16746,235979,47,11,19,-57,"4427",64.8339,-31.4,POAQ,21120,27878400,16713,235979,47,11,19,-34.2,4427,POAQ,-3.43968,-3.27393,-3.4079,-3.62943,-3.86344,-33.1467,-36.6903,-38.6664,-39.9935,-40.9607,-33.1393,-30.741,-26.2014,-23.4075,-21.6382,30.76032,30.92607,30.7921,30.57057,30.33656,1.0533,-2.4903,-4.4664,-5.7935,-6.7607,1.0607,3.459,7.9986,10.7925,12.5618
"POLYGON ((-77.383291746336 37.7104945693227,-77.4015435178062 37.710434111567,-77.4016214028831 37.7249341773706,-77.3833660913024 37.7249946466459,-77.383291746336 37.7104945693227))",17131,236072,48,8,19,-12,"4520",53.4967,26.8,POAQ,21120,27878400,17098,236072,48,8,19,26,4520,POAQ,44.9909,45.1029,45.0252,44.89,44.7455,23.1915,20.9263,19.6825,18.8513,18.247,23.1948,24.587,27.4963,29.2782,30.4016,18.9909,19.1029,19.0252,18.89,18.7455,-2.8085,-5.0737,-6.3175,-7.1487,-7.753,-2.8052,-1.413,1.4963,3.2782,4.4016
"POLYGON ((-77.3650399460366 37.7105522151346,-77.383291746336 37.7104945693227,-77.3833660913024 37.7249946466459,-77.3651107508757 37.7250523034417,-77.3650399460366 37.7105522151346))",17134,236073,48,9,19,-26,"4521",44.2215,14.2,POAQ,21120,27878400,17101,236073,48,9,19,15.6,4521,POAQ,18.9788,19.1219,19.0214,18.8484,18.6637,-8.27779,-11.1333,-12.7115,-13.768,-14.5373,-8.27267,-6.37763,-2.68281,-0.422066,1.00441,3.3788,3.5219,3.4214,3.2484,3.0637,-23.87779,-26.7333,-28.3115,-29.368,-30.1373,-23.87267,-21.97763,-18.28281,-16.022066,-14.59559
"POLYGON ((-77.3467881182807 37.7106070489961,-77.3650399460366 37.7105522151346,-77.3651107508757 37.7250523034417,-77.3468553829765 37.7251071477512,-77.3467881182807 37.7106070489961))",17137,236074,48,10,19,-41,"4522",38.6075,4.8,POAQ,21120,27878400,17104,236074,48,10,19,-0.6,4522,POAQ,4.29453,4.45946,4.34381,4.1453,3.93372,-25.1088,-28.3548,-30.1558,-31.3633,-32.2428,-25.1023,-22.836,-18.6107,-16.0284,-14.3984,4.89453,5.05946,4.94381,4.7453,4.53372,-24.5088,-27.7548,-29.5558,-30.7633,-31.6428,-24.5023,-22.236,-18.0107,-15.4284,-13.7984
"POLYGON ((-77.3285362644411 37.7106590709013,-77.3467881182807 37.7106070489961,-77.3468553829765 37.7251071477512,-77.3285999889784 37.7251591795687,-77.3285362644411 37.7106590709013))",17140,236075,48,11,19,-57,"4523",44.0082,-11.2,POAQ,21120,27878400,17107,236075,48,11,19,-16.2,4523,POAQ,-4.94807,-4.76525,-4.89232,-5.11036,-5.34267,-35.1817,-38.7217,-40.6925,-42.0155,-42.9798,-35.1734,-32.5524,-27.9057,-25.0719,-23.2832,11.25193,11.43475,11.30768,11.08964,10.85733,-18.9817,-22.5217,-24.4925,-25.8155,-26.7798,-18.9734,-16.3524,-11.7057,-8.8719,-7.0832
"POLYGON ((-77.3102843858905 37.7107082808443,-77.3285362644411 37.7106590709013,-77.3285999889784 37.7251591795687,-77.310344570255 37.7252083988882,-77.3102843858905 37.7107082808443))",17143,236076,48,12,19,-71,"4524",62.652,-38.2,POAQ,21120,27878400,17110,236076,48,12,19,-32.6,4524,POAQ,-11.3761,-11.1794,-11.3156,-11.5492,-11.7979,-42.0097,-45.7772,-47.8809,-49.2946,-50.3255,-41.9999,-39.0664,-34.0855,-31.0535,-29.1396,21.2239,21.4206,21.2844,21.0508,20.8021,-9.4097,-13.1772,-15.2809,-16.6946,-17.7255,-9.3999,-6.4664,-1.4855,1.5465,3.4604
"POLYGON ((-77.3832174301989 37.6959944427935,-77.4014656629313 37.6959339965569,-77.4015435178062 37.710434111567,-77.383291746336 37.7104945693227,-77.3832174301989 37.6959944427935))",17525,236168,49,8,19,-20,"4616",56.482,18,POAQ,21120,27878400,17490,236168,49,8,19,10.6,4616,POAQ,33.103,33.2373,33.1579,33.0138,32.8584,7.65025,5.20653,3.86462,2.96813,2.31546,7.65394,9.34915,12.5757,14.5327,15.7625,22.503,22.6373,22.5579,22.4138,22.2584,-2.94975,-5.39347,-6.73538,-7.63187,-8.28454,-2.94606,-1.25085,1.9757,3.9327,5.1625
"POLYGON ((-77.3649691686541 37.6960520776221,-77.3832174301989 37.6959944427935,-77.383291746336 37.7104945693227,-77.3650399460366 37.7105522151346,-77.3649691686541 37.6960520776221))",17528,236169,49,9,19,-32,"4617",49.1184,6,POAQ,21120,27878400,17493,236169,49,9,19,6.6,4617,POAQ,13.5346,13.6958,13.5989,13.4248,13.2376,-15.6208,-18.5353,-20.1437,-21.2201,-22.0043,-15.6151,-13.4823,-9.61376,-7.26873,-5.79396,6.9346,7.0958,6.9989,6.8248,6.6376,-22.2208,-25.1353,-26.7437,-27.8201,-28.6043,-22.2151,-20.0823,-16.21376,-13.86873,-12.39396
"POLYGON ((-77.3467208796687 37.6961069010361,-77.3649691686541 37.6960520776221,-77.3650399460366 37.7105522151346,-77.3467881182807 37.7106070489961,-77.3467208796687 37.6961069010361))",17531,236170,49,10,19,-50,"4618",48.5158,-7.6,POAQ,21120,27878400,17496,236170,49,10,19,-9.2,4618,POAQ,0.698031,0.880356,0.770572,0.574085,0.362812,-30.3595,-33.622,-35.4289,-36.64,-37.5227,-30.3522,-27.8507,-23.4947,-20.8572,-19.198,9.898031,10.080356,9.970572,9.774085,9.562812,-21.1595,-24.422,-26.2289,-27.44,-28.3227,-21.1522,-18.6507,-14.2947,-11.6572,-9.998
"POLYGON ((-77.3284725646148 37.6961589130295,-77.3467208796687 37.6961069010361,-77.3467881182807 37.7106070489961,-77.3285362644411 37.7106590709013,-77.3284725646148 37.6961589130295))",17534,236171,49,11,19,-64,"4619",51.1629,-20,POAQ,21120,27878400,17499,236171,49,11,19,-29.4,4619,POAQ,-7.28348,-7.08344,-7.20336,-7.41784,-7.64828,-38.4933,-42.0287,-43.9932,-45.3115,-46.2728,-38.4841,-35.6265,-30.8694,-27.9947,-26.186,22.11652,22.31656,22.19664,21.98216,21.75172,-9.0933,-12.6287,-14.5932,-15.9115,-16.8728,-9.0841,-6.2265,-1.4694,1.4053,3.214
"POLYGON ((-77.3102242248643 37.6962081135965,-77.3284725646148 37.6961589130295,-77.3285362644411 37.7106590709013,-77.3102843858905 37.7107082808443,-77.3102242248643 37.6962081135965))",17537,236172,49,12,19,-73,"4620",59.4179,-36.2,POAQ,21120,27878400,17502,236172,49,12,19,-36,4620,POAQ,-13.0115,-12.7975,-12.9258,-13.1547,-13.4006,-44.2283,-47.978,-50.0676,-51.4713,-52.4955,-44.2173,-41.0449,-35.9658,-32.9014,-30.9734,22.9885,23.2025,23.0742,22.8453,22.5994,-8.2283,-11.978,-14.0676,-15.4713,-16.4955,-8.2173,-5.0449,0.0342,3.0986,5.0266
"POLYGON ((-77.2919758617891 37.6962545027317,-77.3102242248643 37.6962081135965,-77.3102843858905 37.7107082808443,-77.2920324840018 37.7107546788197,-77.2919758617891 37.6962545027317))",17539,236173,49,13,19,-83,"4621",68.2312,-52.2,POAQ,21120,27878400,17504,236173,49,13,19,-53,4621,POAQ,-17.8827,-17.6563,-17.7925,-18.0348,-18.2949,-49.1194,-53.0616,-55.2649,-56.7467,-57.8282,-49.1063,-45.614,-40.238,-36.9999,-34.9623,35.1173,35.3437,35.2075,34.9652,34.7051,3.8806,-0.0616,-2.2649,-3.7467,-4.8282,3.8937,7.386,12.762,16.0001,18.0377
"POLYGON ((-77.2737274767613 37.6962980804299,-77.2919758617891 37.6962545027317,-77.2920324840018 37.7107546788197,-77.2737805601475 37.7107982648224,-77.2737274767613 37.6962980804299))",17542,236174,49,14,19,-97,"4622",68.12731,-58.6,POAQ,21120,27878400,17507,236174,49,14,19,-56.6,4622,POAQ,-21.9147,-21.6767,-21.8205,-22.0756,-22.3494,-52.9968,-57.1186,-59.4293,-60.9851,-62.1212,-52.9813,-49.149,-43.4874,-40.0833,-37.9411,34.6853,34.9233,34.7795,34.5244,34.2506,3.6032,-0.5186,-2.8293,-4.3851,-5.5212,3.6187,7.451,13.1126,16.5167,18.6589
"POLYGON ((-77.3831431428742 37.6814942679903,-77.4013878382407 37.681433833272,-77.4014656629313 37.6959339965569,-77.3832174301989 37.6959944427935,-77.3831431428742 37.6814942679903))",17920,236264,50,8,19,-23,"4712",52.3376,18,POAQ,21120,27878400,17884,236264,50,8,19,16.6,4712,POAQ,24.3474,24.5006,24.4219,24.2726,24.1104,-3.33953,-5.90477,-7.31152,-8.25121,-8.93589,-3.33496,-1.36503,2.10898,4.19689,5.50492,7.7474,7.9006,7.8219,7.6726,7.5104,-19.93953,-22.50477,-23.91152,-24.85121,-25.53589,-19.93496,-17.96503,-14.49102,-12.40311,-11.09508
"POLYGON ((-77.364898418712 37.6815518918361,-77.3831431428742 37.6814942679903,-77.3832174301989 37.6959944427935,-77.3649691686541 37.6960520776221,-77.364898418712 37.6815518918361))",17923,236265,50,9,19,-42,"4713",51.4239,1,POAQ,21120,27878400,17887,236265,50,9,19,0.8,4713,POAQ,9.39307,9.57013,9.47863,9.30608,9.11896,-21.1983,-24.1323,-25.7482,-26.8293,-27.6173,-21.192,-18.8396,-14.8449,-12.4459,-10.9422,8.59307,8.77013,8.67863,8.50608,8.31896,-21.9983,-24.9323,-26.5482,-27.6293,-28.4173,-21.992,-19.6396,-15.6449,-13.2459,-11.7422
"POLYGON ((-77.3466536671252 37.6816067048031,-77.364898418712 37.6815518918361,-77.3649691686541 37.6960520776221,-77.3467208796687 37.6961069010361,-77.3466536671252 37.6816067048031))",17926,236266,50,10,19,-64,"4714",53.9909,-16,POAQ,21120,27878400,17890,236266,50,10,19,-14.6,4714,POAQ,-2.80863,-2.60918,-2.712,-2.90565,-3.11554,-35.2452,-38.5114,-40.3168,-41.5264,-42.4085,-35.237,-32.4892,-28.0115,-25.3263,-23.6428,11.79137,11.99082,11.888,11.69435,11.48446,-20.6452,-23.9114,-25.7168,-26.9264,-27.8085,-20.637,-17.8892,-13.4115,-10.7263,-9.0428
"POLYGON ((-77.328408889485 37.6816587068852,-77.3466536671252 37.6816067048031,-77.3467208796687 37.6961069010361,-77.3284725646148 37.6961589130295,-77.328408889485 37.6816587068852))",17929,236267,50,11,19,-75,"4715",55.647,-26.6,POAQ,21120,27878400,17893,236267,50,11,19,-26.2,4715,POAQ,-9.46291,-9.24608,-9.35804,-9.56801,-9.7955,-41.481,-44.9979,-46.9479,-48.2559,-49.2103,-41.4709,-38.3812,-33.529,-30.6235,-28.8015,16.73709,16.95392,16.84196,16.63199,16.4045,-15.281,-18.7979,-20.7479,-22.0559,-23.0103,-15.2709,-12.1812,-7.329,-4.4235,-2.6015
"POLYGON ((-77.3101640871626 37.6817078980767,-77.328408889485 37.6816587068852,-77.3284725646148 37.6961589130295,-77.3102242248643 37.6962081135965,-77.3101640871626 37.6817078980767))",17932,236268,50,12,19,-82,"4716",55.2928,-33.8,POAQ,21120,27878400,17896,236268,50,12,19,-30,4716,POAQ,-14.5144,-14.2833,-14.4031,-14.6267,-14.8688,-46.1918,-49.9118,-51.9803,-53.3694,-54.3834,-46.1795,-42.7709,-37.6064,-34.5183,-32.5816,15.4856,15.7167,15.5969,15.3733,15.1312,-16.1918,-19.9118,-21.9803,-23.3694,-24.3834,-16.1795,-12.7709,-7.6064,-4.5183,-2.5816
"POLYGON ((-77.2919192615291 37.6817542783721,-77.3101640871626 37.6817078980767,-77.3102242248643 37.6962081135965,-77.2919758617891 37.6962545027317,-77.2919192615291 37.6817542783721))",17935,236269,50,13,19,-88,"4717",51.7085,-37.2,POAQ,21120,27878400,17899,236269,50,13,19,-35,4717,POAQ,-19.0283,-18.784,-18.9113,-19.1477,-19.4036,-50.46,-54.3676,-56.5469,-58.012,-59.0819,-50.4449,-46.7029,-41.2416,-37.981,-35.936,15.9717,16.216,16.0887,15.8523,15.5964,-15.46,-19.3676,-21.5469,-23.012,-24.0819,-15.4449,-11.7029,-6.2416,-2.981,-0.936
"POLYGON ((-77.2736744139558 37.6817978477662,-77.2919192615291 37.6817542783721,-77.2919758617891 37.6962545027317,-77.2737274767613 37.6962980804299,-77.2736744139558 37.6817978477662))",17938,236270,50,14,19,-94,"4718",60.48354,-52.4,POAQ,21120,27878400,17902,236270,50,14,19,-52.8,4718,POAQ,-22.9738,-22.7174,-22.8518,-23.1005,-23.3698,-54.1465,-58.2301,-60.5146,-62.0521,-63.1755,-54.1286,-50.0319,-44.2835,-40.8573,-38.7081,29.8262,30.0826,29.9482,29.6995,29.4302,-1.3465,-5.4301,-7.7146,-9.2521,-10.3755,-1.3286,2.7681,8.5165,11.9427,14.0919
"POLYGON ((-77.2554295458137 37.6818386062543,-77.2736744139558 37.6817978477662,-77.2737274767613 37.6962980804299,-77.2554790711529 37.6963388466863,-77.2554295458137 37.6818386062543))",17941,236271,50,15,19,-102,"4719",64.13568,-62.2,POAQ,21120,27878400,17905,236271,50,15,19,-61.4,4719,POAQ,-26.3855,-26.1184,-26.2592,-26.5196,-26.8013,-57.3136,-61.5578,-63.939,-65.5435,-66.7167,-57.2934,-52.8347,-46.8166,-43.236,-40.9897,35.0145,35.2816,35.1408,34.8804,34.5987,4.0864,-0.1578,-2.539,-4.1435,-5.3167,4.1066,8.5653,14.5834,18.164,20.4103
"POLYGON ((-77.3830688843452 37.6669940458445,-77.401310043717 37.6669336226442,-77.4013878382407 37.681433833272,-77.3831431428742 37.6814942679903,-77.3830688843452 37.6669940458445))",18312,236360,51,8,19,-29,"4808",58.7746,11,POAQ,21120,27878400,18276,236360,51,8,19,13.8,4808,POAQ,29.8378,29.9928,29.9229,29.7837,29.6311,4.87056,2.43322,1.10175,0.213056,-0.434842,4.87519,6.90508,10.2823,12.2941,13.5503,16.0378,16.1928,16.1229,15.9837,15.8311,-8.92944,-11.36678,-12.69825,-13.586944,-14.234842,-8.92481,-6.89492,-3.5177,-1.5059,-0.2497
"POLYGON ((-77.3648276961945 37.6670516587081,-77.3830688843452 37.6669940458445,-77.3831431428742 37.6814942679903,-77.364898418712 37.6815518918361,-77.3648276961945 37.6670516587081))",18315,236361,51,9,19,-48,"4809",54.1474,-3.4,POAQ,21120,27878400,18279,236361,51,9,19,-4.2,4809,POAQ,9.35017,9.53857,9.45453,9.28777,9.10523,-20.8486,-23.7351,-25.3205,-26.3807,-27.1538,-20.8421,-18.3269,-14.2985,-11.9012,-10.4036,13.55017,13.73857,13.65453,13.48777,13.30523,-16.6486,-19.5351,-21.1205,-22.1807,-22.9538,-16.6421,-14.1269,-10.0985,-7.7012,-6.2036
"POLYGON ((-77.3465864806352 37.6671064612286,-77.3648276961945 37.6670516587081,-77.364898418712 37.6815518918361,-77.3466536671252 37.6816067048031,-77.3465864806352 37.6671064612286))",18318,236362,51,10,19,-63,"4810",51.4071,-15,POAQ,21120,27878400,18282,236362,51,10,19,-14.2,4810,POAQ,-3.3074,-3.09415,-3.1888,-3.37655,-3.58188,-35.5597,-38.7821,-40.5587,-41.7485,-42.6166,-35.551,-32.6168,-28.0886,-25.3976,-23.7161,10.8926,11.10585,11.0112,10.82345,10.61812,-21.3597,-24.5821,-26.3587,-27.5485,-28.4166,-21.351,-18.4168,-13.8886,-11.1976,-9.5161
"POLYGON ((-77.3283452390375 37.6671584534,-77.3465864806352 37.6671064612286,-77.3466536671252 37.6816067048031,-77.328408889485 37.6816587068852,-77.3283452390375 37.6671584534))",18321,236363,51,11,19,-68,"4811",44.5027,-17.8,POAQ,21120,27878400,18285,236363,51,11,19,-16.4,4811,POAQ,-10.4426,-10.2118,-10.314,-10.5169,-10.7386,-42.8064,-46.2658,-48.1786,-49.461,-50.397,-42.7956,-39.5261,-34.6361,-31.7338,-29.92,5.9574,6.1882,6.086,5.8831,5.6614,-26.4064,-29.8658,-31.7786,-33.061,-33.997,-26.3956,-23.1261,-18.2361,-15.3338,-13.52
"POLYGON ((-77.3101039727721 37.6672076352164,-77.3283452390375 37.6671584534,-77.328408889485 37.6816587068852,-77.3101640871626 37.6817078980767,-77.3101039727721 37.6672076352164))",18324,236364,51,12,19,-74,"4812",45.2152,-25.4,POAQ,21120,27878400,18288,236364,51,12,19,-22.6,4812,POAQ,-15.235,-14.9879,-15.0983,-15.3146,-15.5511,-47.0152,-50.6796,-52.7119,-54.0761,-55.0722,-47.0018,-43.3859,-38.1716,-35.0815,-33.1499,7.365,7.6121,7.5017,7.2854,7.0489,-24.4152,-28.0796,-30.1119,-31.4761,-32.4722,-24.4018,-20.7859,-15.5716,-12.4815,-10.5499
"POLYGON ((-77.291862683209 37.6672540066724,-77.3101039727721 37.6672076352164,-77.3101640871626 37.6817078980767,-77.2919192615291 37.6817542783721,-77.291862683209 37.6672540066724))",18327,236365,51,13,19,-80,"4813",42.3175,-29,POAQ,21120,27878400,18291,236365,51,13,19,-27.4,4813,POAQ,-19.5417,-19.2799,-19.3978,-19.6267,-19.8768,-50.8548,-54.705,-56.847,-58.2864,-59.3379,-50.8371,-46.8713,-41.3551,-38.0909,-36.0503,7.8583,8.1201,8.0022,7.7733,7.5232,-23.4548,-27.305,-29.447,-30.8864,-31.9379,-23.4371,-19.4713,-13.9551,-10.6909,-8.6503
"POLYGON ((-77.2736213717189 37.6672975677629,-77.291862683209 37.6672540066724,-77.2919192615291 37.6817542783721,-77.2736744139558 37.6817978477662,-77.2736213717189 37.6672975677629))",18330,236366,51,14,19,-88,"4814",44.81731,-37.6,POAQ,21120,27878400,18294,236366,51,14,19,-40.4,4814,POAQ,-23.5597,-23.2847,-23.4094,-23.6508,-23.9143,-54.5275,-58.5577,-60.8072,-62.3205,-63.4266,-54.5061,-50.1603,-44.3447,-40.9087,-38.7603,16.8403,17.1153,16.9906,16.7492,16.4857,-14.1275,-18.1577,-20.4072,-21.9205,-23.0266,-14.1061,-9.7603,-3.9447,-0.5087,1.6397
"POLYGON ((-77.255380039672 37.6673383184831,-77.2736213717189 37.6672975677629,-77.2736744139558 37.6817978477662,-77.2554295458137 37.6818386062543,-77.255380039672 37.6673383184831))",18333,236367,51,15,19,-96,"4815",58.64522,-56.8,POAQ,21120,27878400,18297,236367,51,15,19,-57,4815,POAQ,-26.948,-26.6617,-26.7922,-27.0453,-27.3216,-57.5289,-61.7252,-64.074,-65.6564,-66.8139,-57.507,-52.7626,-46.6615,-43.0632,-40.8131,30.052,30.3383,30.2078,29.9547,29.6784,-0.5289,-4.7252,-7.074,-8.6564,-9.8139,-0.507,4.2374,10.3385,13.9368,16.1869
"POLYGON ((-77.3829946545952 37.6524937772878,-77.4012322793426 37.6524333656047,-77.401310043717 37.6669336226442,-77.3830688843452 37.6669940458445,-77.3829946545952 37.6524937772878))",18703,236456,52,8,19,-28,"4904",57.4119,13.2,POAQ,21120,27878400,18667,236456,52,8,19,13.6,4904,POAQ,35.0139,35.1672,35.1061,34.9778,34.836,12.138,9.84661,8.60046,7.76955,7.16345,12.1426,14.1917,17.4347,19.3506,20.5431,21.4139,21.5672,21.5061,21.3778,21.236,-1.462,-3.75339,-4.99954,-5.83045,-6.43655,-1.4574,0.5917,3.8347,5.7506,6.9431
"POLYGON ((-77.3647570010856 37.6525513791698,-77.3829946545952 37.6524937772878,-77.3830688843452 37.6669940458445,-77.3648276961945 37.6670516587081,-77.3647570010856 37.6525513791698))",18706,236457,52,9,19,-49,"4905",55.9849,-7,POAQ,21120,27878400,18670,236457,52,9,19,-5.8,4905,POAQ,10.8803,11.0748,10.9996,10.8421,10.6681,-19.0418,-21.8202,-23.3411,-24.3574,-25.099,-19.0354,-16.432,-12.463,-10.1216,-8.66354,16.6803,16.8748,16.7996,16.6421,16.4681,-13.2418,-16.0202,-17.5411,-18.5574,-19.299,-13.2354,-10.632,-6.663,-4.3216,-2.86354
"POLYGON ((-77.3465193201833 37.6526061712443,-77.3647570010856 37.6525513791698,-77.3648276961945 37.6670516587081,-77.3465864806352 37.6671064612286,-77.3465193201833 37.6526061712443))",18708,236458,52,10,19,-56,"4906",45.3749,-11.8,POAQ,21120,27878400,18672,236458,52,10,19,-26.6,4906,POAQ,-3.60996,-3.38635,-3.47201,-3.65121,-3.84915,-36.4252,-39.5598,-41.2828,-42.4361,-43.2778,-36.4164,-33.3543,-28.8439,-26.1866,-24.5314,22.99004,23.21365,23.12799,22.94879,22.75085,-9.8252,-12.9598,-14.6828,-15.8361,-16.6778,-9.8164,-6.7543,-2.2439,0.4134,2.0686
"POLYGON ((-77.3282816132579 37.6526581535054,-77.3465193201833 37.6526061712443,-77.3465864806352 37.6671064612286,-77.3283452390375 37.6671584534,-77.3282816132579 37.6526581535054))",18711,236459,52,11,19,-60,"4907",37.2394,-12.4,POAQ,21120,27878400,18675,236459,52,11,19,-15.4,4907,POAQ,-10.1825,-9.93857,-10.0316,-10.2269,-10.4422,-42.2339,-45.6233,-47.4924,-48.7448,-49.6593,-42.2232,-38.7814,-33.8735,-30.9857,-29.1866,5.2175,5.46143,5.3684,5.1731,4.9578,-26.8339,-30.2233,-32.0924,-33.3448,-34.2593,-26.8232,-23.3814,-18.4735,-15.5857,-13.7866
"POLYGON ((-77.310043881679 37.6527073259472,-77.3282816132579 37.6526581535054,-77.3283452390375 37.6671584534,-77.3101039727721 37.6672076352164,-77.310043881679 37.6527073259472))",18714,236460,52,12,19,-66,"4908",38.3014,-19.6,POAQ,21120,27878400,18678,236460,52,12,19,-17.4,4908,POAQ,-14.9318,-14.6705,-14.7708,-14.979,-15.2088,-46.1796,-49.7734,-51.7608,-53.0943,-54.0683,-46.167,-42.3618,-37.1219,-34.0435,-32.1256,2.4682,2.7295,2.6292,2.421,2.1912,-28.7796,-32.3734,-34.3608,-35.6943,-36.6683,-28.767,-24.9618,-19.7219,-16.6435,-14.7256
"POLYGON ((-77.2918061268161 37.6527536885644,-77.310043881679 37.6527073259472,-77.3101039727721 37.6672076352164,-77.291862683209 37.6672540066724,-77.2918061268161 37.6527536885644))",18717,236461,52,13,19,-73,"4909",43.3518,-30.8,POAQ,21120,27878400,18681,236461,52,13,19,-32.8,4909,POAQ,-19.2386,-18.9624,-19.0689,-19.2892,-19.5324,-49.9365,-53.7149,-55.8105,-57.2182,-58.2471,-49.9216,-45.7474,-40.2003,-36.9464,-34.9189,13.5614,13.8376,13.7311,13.5108,13.2676,-17.1365,-20.9149,-23.0105,-24.4182,-25.4471,-17.1216,-12.9474,-7.4003,-4.1464,-2.1189
"POLYGON ((-77.2735683500387 37.6527972413517,-77.2918061268161 37.6527536885644,-77.291862683209 37.6672540066724,-77.2736213717189 37.6672975677629,-77.2735683500387 37.6527972413517))",18719,236462,52,14,19,-81,"4910",42.23724,-35.6,POAQ,21120,27878400,18683,236462,52,14,19,-46.6,4910,POAQ,-23.6724,-23.3814,-23.4945,-23.7277,-23.985,-54.1721,-58.1393,-60.347,-61.832,-62.918,-54.1537,-49.5589,-43.6902,-40.2532,-38.1112,22.9276,23.2186,23.1055,22.8723,22.615,-7.5721,-11.5393,-13.747,-15.232,-16.318,-7.5537,-2.9589,2.9098,6.3468,8.4888
"POLYGON ((-77.2553305527167 37.6528379843043,-77.2735683500387 37.6527972413517,-77.2736213717189 37.6672975677629,-77.255380039672 37.6673383184831,-77.2553305527167 37.6528379843043))",18721,236463,52,15,19,-89,"4911",54.58968,-53.2,POAQ,21120,27878400,18685,236463,52,15,19,-60,4911,POAQ,-27.3247,-27.02,-27.1395,-27.3847,-27.655,-57.5047,-61.6428,-63.9534,-65.5097,-66.6486,-57.4815,-52.4566,-46.2857,-42.6779,-40.4291,32.6753,32.98,32.8605,32.6153,32.345,2.4953,-1.6428,-3.9534,-5.5097,-6.6486,2.5185,7.5434,13.7143,17.3221,19.5709
"POLYGON ((-77.2370927362194 37.6528759174177,-77.2553305527167 37.6528379843043,-77.255380039672 37.6673383184831,-77.2371386884388 37.6673762588284,-77.2370927362194 37.6528759174177))",18724,236464,52,16,19,-99,"4912",52.58123,-55.8,POAQ,21120,27878400,18688,236464,52,16,19,-49.4,4912,POAQ,-30.4518,-30.1342,-30.2596,-30.5159,-30.7983,-60.2835,-64.5764,-66.9813,-68.6031,-69.7908,-60.2551,-54.79,-48.3338,-44.5664,-42.218,18.9482,19.2658,19.1404,18.8841,18.6017,-10.8835,-15.1764,-17.5813,-19.2031,-20.3908,-10.8551,-5.39,1.0662,4.8336,7.182
"POLYGON ((-77.2188549019166 37.6529110406878,-77.2370927362194 37.6528759174177,-77.2371386884388 37.6673762588284,-77.2188973193897 37.6674113887946,-77.2188549019166 37.6529110406878))",18728,236465,52,17,19,-107,"4913",50.65924,-58,POAQ,21120,27878400,18692,236465,52,17,19,-54.8,4913,POAQ,-33.1728,-32.8434,-32.9744,-33.2413,-33.5353,-62.5675,-67.0043,-69.4978,-71.1815,-72.4153,-62.533,-56.6208,-49.8924,-45.9733,-43.5302,21.6272,21.9566,21.8256,21.5587,21.2647,-7.7675,-12.2043,-14.6978,-16.3815,-17.6153,-7.733,-1.8208,4.9076,8.8267,11.2698
