WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-77.1650689221174 38.0734878876131,-77.1834098693514 38.0734610462076,-77.1834456179972 38.0879596815639,-77.1651010959218 38.0879865280659,-77.1650689221174 38.0734878876131))",7766,79316,23,20,7,83,"2132",-0.306,105.2,PPAQ,21120,27878400,7745,79316,23,20,7,104.4,2132,PPAQ,104.75,104.718,104.687,104.658,104.631,104.06,103.731,103.536,103.403,103.307,104.06,103.852,103.995,104.148,104.262,0.35,0.318,0.287,0.258,0.231,-0.34,-0.669,-0.864,-0.997,-1.093,-0.34,-0.548,-0.405,-0.252,-0.138
"POLYGON ((-77.1100460107644 38.0735514594005,-77.1283869914309 38.073533094212,-77.1284120155314 38.0880317432484,-77.110067460004 38.0880501119239,-77.1100460107644 38.0735514594005))",7778,79319,23,23,7,59,"2135",1.6002,78.8,PPAQ,21120,27878400,7757,79319,23,23,7,85.6,2135,PPAQ,80.1424,80.1165,80.0911,80.0668,80.0451,79.6134,79.3456,79.1856,79.0765,78.9974,79.6133,79.4454,79.5623,79.6875,79.7808,-5.4576,-5.4835,-5.5089,-5.5332,-5.5549,-5.9866,-6.2544,-6.4144,-6.5235,-6.6026,-5.9867,-6.1546,-6.0377,-5.9125,-5.8192
"POLYGON ((-77.0733640257499 38.0735797135452,-77.0917050217397 38.0735669991788,-77.0917228961135 38.0880656546529,-77.0733783252539 38.0880783714334,-77.0733640257499 38.0735797135452))",7785,79321,23,25,7,43,"2137",-5.5196,58.6,PPAQ,21120,27878400,7764,79321,23,25,7,52.4,2137,PPAQ,52.7399,52.723,52.7064,52.6903,52.6759,52.4106,52.2334,52.1266,52.0536,52.0007,52.4105,52.2988,52.3753,52.4589,52.5215,0.3399,0.323,0.3064,0.2903,0.2759,0.0106,-0.1666,-0.2734,-0.3464,-0.3993,0.0105,-0.1012,-0.0247,0.0589,0.1215
"POLYGON ((-77.0550230241881 38.0735896024983,-77.0733640257499 38.0735797135452,-77.0733783252539 38.0880783714334,-77.0550337488189 38.0880882622642,-77.0550230241881 38.0735896024983))",7789,79322,23,26,7,34,"2138",-2.5768,46,PPAQ,21120,27878400,7768,79322,23,26,7,54.6,2138,PPAQ,43.1047,43.0904,43.0764,43.0628,43.0506,42.84,42.6919,42.6019,42.5403,42.4956,42.8399,42.7468,42.81,42.88,42.9326,-11.4953,-11.5096,-11.5236,-11.5372,-11.5494,-11.76,-11.9081,-11.9981,-12.0597,-12.1044,-11.7601,-11.8532,-11.79,-11.72,-11.6674
"POLYGON ((-77.0366820184471 38.0735966660371,-77.0550230241881 38.0735896024983,-77.0550337488189 38.0880882622642,-77.0366891682023 38.0880953271441,-77.0366820184471 38.0735966660371))",7793,79323,23,27,7,25,"2139",-5.0597,43.8,PPAQ,21120,27878400,7772,79323,23,27,7,49.2,2139,PPAQ,38.5782,38.5671,38.5563,38.546,38.5367,38.3893,38.279,38.2113,38.1648,38.131,38.3892,38.3204,38.3668,38.4187,38.458,-10.6218,-10.6329,-10.6437,-10.654,-10.6633,-10.8107,-10.921,-10.9887,-11.0352,-11.069,-10.8108,-10.8796,-10.8332,-10.7813,-10.742
"POLYGON ((-77 38.0736023168685,-77.0183410099201 38.0736009041606,-77.0183445847981 38.0880995660724,-77 38.0881009790485,-77 38.0736023168685))",7801,79325,23,29,7,6,"2141",-0.3488,16.6,PPAQ,21120,27878400,7780,79325,23,29,7,16.6,2141,PPAQ,16.0328,16.0263,16.0203,16.0145,16.0094,15.9436,15.8854,15.8488,15.8234,15.805,15.9435,15.907,15.9298,15.9568,15.9776,-0.5672,-0.5737,-0.5797,-0.5855,-0.5906,-0.6564,-0.7146,-0.7512,-0.7766,-0.795,-0.6565,-0.693,-0.6702,-0.6432,-0.6224
"POLYGON ((-76.9816589900799 38.0736009041606,-77 38.0736023168685,-77 38.0881009790485,-76.9816554152019 38.0880995660724,-76.9816589900799 38.0736009041606))",7805,79326,23,30,7,-3,"2142",-3.1790408,3.2,PPAQ,21120,27878400,7784,79326,23,30,7,2,2142,PPAQ,0.0198765,0.0198538,0.0198351,0.0198188,0.0198046,0.0196491,0.0194966,0.0193998,0.0193325,0.0192835,0.0196487,0.0195539,0.0196078,0.0196735,0.0197253,-1.9801235,-1.9801462,-1.9801649,-1.9801812,-1.9801954,-1.9803509,-1.9805034,-1.9806002,-1.9806675,-1.9807165,-1.9803513,-1.9804461,-1.9803922,-1.9803265,-1.9802747
"POLYGON ((-77.091687154331 38.0590682711593,-77.1100245698829 38.0590527343315,-77.1100460107644 38.0735514594005,-77.0917050217397 38.0735669991788,-77.091687154331 38.0590682711593))",8131,79416,24,24,7,48,"2232",-6.0364,76.2,PPAQ,21120,27878400,8110,79416,24,24,7,78.8,2232,PPAQ,69.7199,69.689,69.6578,69.6277,69.6005,69.0769,68.7404,68.5386,68.401,68.3013,69.0768,68.8675,69.0169,69.1768,69.2959,-9.0801,-9.111,-9.1422,-9.1723,-9.1995,-9.7231,-10.0596,-10.2614,-10.399,-10.4987,-9.7232,-9.9325,-9.7831,-9.6232,-9.5041
"POLYGON ((-77.0733497318181 38.0590809831117,-77.091687154331 38.0590682711593,-77.0917050217397 38.0735669991788,-77.0733640257499 38.0735797135452,-77.0733497318181 38.0590809831117))",8135,79417,24,25,7,43,"2233",-8.0132,67.6,PPAQ,21120,27878400,8114,79417,24,25,7,58.8,2233,PPAQ,59.1023,59.0748,59.0471,59.0201,58.9958,58.5497,58.249,58.0676,57.9439,57.8542,58.5496,58.3613,58.4933,58.6367,58.7439,0.3023,0.2748,0.2471,0.2201,0.1958,-0.2503,-0.551,-0.7324,-0.8561,-0.9458,-0.2504,-0.4387,-0.3067,-0.1633,-0.0561
"POLYGON ((-77.0550123037363 38.0590908701873,-77.0733497318181 38.0590809831117,-77.0733640257499 38.0735797135452,-77.0550230241881 38.0735896024983,-77.0550123037363 38.0590908701873))",8139,79418,24,26,7,33,"2234",-3.9574,54.8,PPAQ,21120,27878400,8118,79418,24,26,7,53.6,2234,PPAQ,50.2765,50.2517,50.2268,50.2025,50.1805,49.8016,49.5326,49.3691,49.2574,49.1763,49.8015,49.6325,49.7489,49.8774,49.974,-3.3235,-3.3483,-3.3732,-3.3975,-3.4195,-3.7984,-4.0674,-4.2309,-4.3426,-4.4237,-3.7985,-3.9675,-3.8511,-3.7226,-3.626
"POLYGON ((-77.0183374364351 38.0591021697038,-77.0366748714779 38.0590979323849,-77.0366820184471 38.0735966660371,-77.0183410099201 38.0736009041606,-77.0183374364351 38.0591021697038))",8147,79420,24,28,7,13,"2236",5.0684,31.2,PPAQ,21120,27878400,8125,79420,24,28,7,35.8,2236,PPAQ,35.8262,35.8077,35.7895,35.7717,35.7557,35.526,35.3356,35.2171,35.1355,35.0762,35.5259,35.4052,35.4833,35.5742,35.6437,0.0262,0.0077,-0.0105,-0.0283,-0.0443,-0.274,-0.4644,-0.5829,-0.6645,-0.7238,-0.2741,-0.3948,-0.3167,-0.2258,-0.1563
"POLYGON ((-77 38.0591035821434,-77.0183374364351 38.0591021697038,-77.0183410099201 38.0736009041606,-77 38.0736023168685,-77 38.0591035821434))",8151,79421,24,29,7,4,"2237",1.5094,21,PPAQ,21120,27878400,8129,79421,24,29,7,24.4,2237,PPAQ,21.7187,21.7016,21.6852,21.6695,21.6554,21.4755,21.3125,21.2097,21.1386,21.0869,21.4755,21.3719,21.436,21.5129,21.5722,-2.6813,-2.6984,-2.7148,-2.7305,-2.7446,-2.9245,-3.0875,-3.1903,-3.2614,-3.3131,-2.9245,-3.0281,-2.964,-2.8871,-2.8278
"POLYGON ((-77.0916692938834 38.0445694715301,-77.1100031373547 38.0445539376526,-77.1100245698829 38.0590527343315,-77.091687154331 38.0590682711593,-77.0916692938834 38.0445694715301))",8482,79512,25,24,7,45,"2328",-0.7523,73,PPAQ,21120,27878400,8460,79512,25,24,7,73.2,2328,PPAQ,71.5416,71.5023,71.4619,71.4224,71.3866,70.6919,70.2463,69.9792,69.7972,69.6652,70.6918,70.4186,70.6213,70.8358,70.9951,-1.6584,-1.6977,-1.7381,-1.7776,-1.8134,-2.5081,-2.9537,-3.2208,-3.4028,-3.5348,-2.5082,-2.7814,-2.5787,-2.3642,-2.2049
"POLYGON ((-77.0733354434551 38.0445821810686,-77.0916692938834 38.0445694715301,-77.091687154331 38.0590682711593,-77.0733497318181 38.0590809831117,-77.0733354434551 38.0445821810686))",8486,79513,25,25,7,41,"2329",-3.776,67.4,PPAQ,21120,27878400,8464,79513,25,25,7,70.6,2329,PPAQ,62.8792,62.8432,62.806,62.7695,62.7365,62.1254,61.7139,61.4659,61.2968,61.1741,62.1253,61.8699,62.054,62.2525,62.4005,-7.7208,-7.7568,-7.794,-7.8305,-7.8635,-8.4746,-8.8861,-9.1341,-9.3032,-9.4259,-8.4747,-8.7301,-8.546,-8.3475,-8.1995
"POLYGON ((-77.0550015874612 38.0445920662667,-77.0733354434551 38.0445821810686,-77.0733497318181 38.0590809831117,-77.0550123037363 38.0590908701873,-77.0550015874612 38.0445920662667))",8490,79514,25,26,7,35,"2330",-3.5374,59.2,PPAQ,21120,27878400,8468,79514,25,26,7,57,2330,PPAQ,54.8009,54.7674,54.733,54.699,54.6682,54.1328,53.7519,53.5206,53.3625,53.2478,54.1327,53.8942,54.0614,54.2456,54.3836,-2.1991,-2.2326,-2.267,-2.301,-2.3318,-2.8672,-3.2481,-3.4794,-3.6375,-3.7522,-2.8673,-3.1058,-2.9386,-2.7544,-2.6164
"POLYGON ((-77.0366677272932 38.0445991271232,-77.0550015874612 38.0445920662667,-77.0550123037363 38.0590908701873,-77.0366748714779 38.0590979323849,-77.0366677272932 38.0445991271232))",8494,79515,25,27,7,23,"2331",1.6533,44,PPAQ,21120,27878400,8472,79515,25,27,7,50.2,2331,PPAQ,44.8434,44.8116,44.7791,44.7471,44.718,44.2607,43.9076,43.6903,43.5413,43.4332,44.2606,44.0396,44.1913,44.3624,44.4916,-5.3566,-5.3884,-5.4209,-5.4529,-5.482,-5.9393,-6.2924,-6.5097,-6.6587,-6.7668,-5.9394,-6.1604,-6.0087,-5.8376,-5.7084
"POLYGON ((-77.0549908753604 38.0300931916721,-77.0733211606577 38.0300833083514,-77.0733354434551 38.0445821810686,-77.0550015874612 38.0445920662667,-77.0549908753604 38.0300931916721))",8838,79610,26,26,7,33,"2426",3.3957,56.4,PPAQ,21120,27878400,8816,79610,26,26,7,57.6,2426,PPAQ,58.3302,58.2896,58.2469,58.2044,58.1655,57.4827,56.999,56.7054,56.5049,56.3595,57.4826,57.1818,57.3979,57.6346,57.8115,0.7302,0.6896,0.6469,0.6044,0.5655,-0.1173,-0.601,-0.8946,-1.0951,-1.2405,-0.1174,-0.4182,-0.2021,0.0346,0.2115
"POLYGON ((-77.0366605858912 38.0301002511876,-77.0549908753604 38.0300931916721,-77.0550015874612 38.0445920662667,-77.0366677272932 38.0445991271232,-77.0366605858912 38.0301002511876))",8842,79611,26,27,7,25,"2427",2.5859,49.4,PPAQ,21120,27878400,8820,79611,26,27,7,49.8,2427,PPAQ,49.0868,49.0475,49.0062,48.9649,48.9272,48.3253,47.8612,47.5758,47.3805,47.2386,48.3252,48.0343,48.2364,48.4642,48.6359,-0.7132,-0.7525,-0.7938,-0.8351,-0.8728,-1.4747,-1.9388,-2.2242,-2.4195,-2.5614,-1.4748,-1.7657,-1.5636,-1.3358,-1.1641
"POLYGON ((-77.0183302936409 38.0301044868973,-77.0366605858912 38.0301002511876,-77.0366677272932 38.0445991271232,-77.0183338643423 38.0446033636375,-77.0183302936409 38.0301044868973))",8846,79612,26,28,7,11,"2428",-1.4569,37.2,PPAQ,21120,27878400,8824,79612,26,28,7,34.2,2428,PPAQ,34.8185,34.7741,34.7281,34.6817,34.6393,34.0603,33.5484,33.2275,33.0068,32.8464,34.0603,33.7333,33.9456,34.1977,34.3902,0.6185,0.5741,0.5281,0.4817,0.4393,-0.1397,-0.6516,-0.9725,-1.1932,-1.3536,-0.1397,-0.4667,-0.2544,-0.00230000000001,0.1902
"POLYGON ((-77.1647158361134 37.9139982603508,-77.1830175518516 37.9139714749901,-77.1830531477122 37.9284708569222,-77.1647478724109 37.9284976473765,-77.1647158361134 37.9139982603508))",11682,80372,34,20,7,27,"3188",2.895,53.4,PPAQ,21120,27878400,11659,80372,34,20,7,53.8,3188,PPAQ,54.9273,54.8976,54.8552,54.8097,54.767,53.3866,52.8165,52.4842,52.2594,52.0965,53.3864,53.1893,53.5797,53.9024,54.127,1.1273,1.0976,1.0552,1.0097,0.967,-0.4134,-0.9835,-1.3158,-1.5406,-1.7035,-0.4136,-0.6107,-0.2203,0.1024,0.327
"POLYGON ((-77.1829819698321 37.8994720307952,-77.2012801135585 37.8994424315634,-77.2013192537489 37.9139418701287,-77.1830175518516 37.9139714749901,-77.1829819698321 37.8994720307952))",12066,80467,35,19,7,29,"3283",-1.3197,42.6,PPAQ,21120,27878400,12043,80467,35,19,7,40.6,3283,PPAQ,40.5522,40.5411,40.5231,40.5036,40.4851,39.8544,39.6091,39.4662,39.3693,39.2991,39.8542,39.7837,39.9616,40.1037,40.2018,-0.0478,-0.0589,-0.0769,-0.0964,-0.1149,-0.7456,-0.9909,-1.1338,-1.2307,-1.3009,-0.7458,-0.8163,-0.6384,-0.4963,-0.3982
"POLYGON ((-77.1829464016455 37.8849725252714,-77.2012409885842 37.8849429316689,-77.2012801135585 37.8994424315634,-77.1829819698321 37.8994720307952,-77.1829464016455 37.8849725252714))",12456,80563,36,19,7,25,"3379",-2.0027,34.6,PPAQ,21120,27878400,12432,80563,36,19,7,38,3379,PPAQ,32.5963,32.5963,32.5963,32.5963,32.5963,32.5958,32.5957,32.5956,32.5955,32.5955,32.5958,32.5958,32.5959,32.596,32.5961,-5.4037,-5.4037,-5.4037,-5.4037,-5.4037,-5.4042,-5.4043,-5.4044,-5.4045,-5.4045,-5.4042,-5.4042,-5.4041,-5.404,-5.4039
"POLYGON ((-77.1463571876759 37.885023257188,-77.1646518008819 37.8849993004454,-77.1646838122728 37.8994988110624,-77.1463856422639 37.8995227723621,-77.1463571876759 37.885023257188))",12464,80565,36,21,7,14,"3381",0.4555,26.6,PPAQ,21120,27878400,12439,80565,36,21,7,27,3381,PPAQ,26.4581,26.4538,26.4431,26.4307,26.4187,25.9858,25.8232,25.728,25.6635,25.6168,25.9858,25.9512,26.0783,26.1776,26.2456,-0.5419,-0.5462,-0.5569,-0.5693,-0.5813,-1.0142,-1.1768,-1.272,-1.3365,-1.3832,-1.0142,-1.0488,-0.9217,-0.8224,-0.7544
"POLYGON ((-77.12806256341 37.8850443954966,-77.1463571876759 37.885023257188,-77.1463856422639 37.8995227723621,-77.1280874611886 37.8995439146916,-77.12806256341 37.8850443954966))",12468,80566,36,22,7,9,"3382",5.2724,38.2,PPAQ,21120,27878400,12443,80566,36,22,7,41.8,3382,PPAQ,40.8569,40.8295,40.7841,40.733,40.684,39.1891,38.5066,38.1068,37.838,37.6442,39.1889,38.937,39.4022,39.8008,40.079,-0.9431,-0.9705,-1.0159,-1.067,-1.116,-2.6109,-3.2934,-3.6932,-3.962,-4.1558,-2.6111,-2.863,-2.3978,-1.9992,-1.721
"POLYGON ((-77.2012018788173 37.8704433713791,-77.2194928951525 37.8704109655166,-77.2195355603157 37.8849105196413,-77.2012409885842 37.8849429316689,-77.2012018788173 37.8704433713791))",12845,80658,37,18,7,27,"3474",-0.0256,55.6,PPAQ,21120,27878400,12818,80658,37,18,7,56.6,3474,PPAQ,54.4394,54.4327,54.4125,54.3889,54.366,53.2107,52.888,52.7048,52.5816,52.4925,53.2104,53.1907,53.4791,53.6848,53.8215,-2.1606,-2.1673,-2.1875,-2.2111,-2.234,-3.3893,-3.712,-3.8952,-4.0184,-4.1075,-3.3896,-3.4093,-3.1209,-2.9152,-2.7785
"POLYGON ((-77.1829108472837 37.8704729593525,-77.2012018788173 37.8704433713791,-77.2012409885842 37.8849429316689,-77.1829464016455 37.8849725252714,-77.1829108472837 37.8704729593525))",12849,80659,37,19,7,22,"3475",-10.6273,51.8,PPAQ,21120,27878400,12822,80659,37,19,7,51.2,3475,PPAQ,40.1062,40.1036,40.0878,40.0686,40.0498,39.0543,38.7892,38.6381,38.5363,38.4626,39.054,39.0369,39.2765,39.4475,39.5611,-11.0938,-11.0964,-11.1122,-11.1314,-11.1502,-12.1457,-12.4108,-12.5619,-12.6637,-12.7374,-12.146,-12.1631,-11.9235,-11.7525,-11.6389
"POLYGON ((-77.1646198019333 37.8704997294336,-77.1829108472837 37.8704729593525,-77.1829464016455 37.8849725252714,-77.1646518008819 37.8849993004454,-77.1646198019333 37.8704997294336))",12853,80660,37,20,7,16,"3476",0.3931,33.2,PPAQ,21120,27878400,12826,80660,37,20,7,33,3476,PPAQ,32.5933,32.5909,32.5783,32.5631,32.5483,31.8194,31.6126,31.4938,31.4136,31.3555,31.8191,31.801,31.9832,32.1156,32.204,-0.4067,-0.4091,-0.4217,-0.4369,-0.4517,-1.1806,-1.3874,-1.5062,-1.5864,-1.6445,-1.1809,-1.199,-1.0168,-0.8844,-0.796
"POLYGON ((-77.1828753067387 37.8559733339722,-77.2011627842488 37.8559437516276,-77.2012018788173 37.8704433713791,-77.1829108472837 37.8704729593525,-77.1828753067387 37.8559733339722))",13240,80755,38,19,7,19,"3571",1.5006,46.4,PPAQ,21120,27878400,13213,80755,38,19,7,48.6,3571,PPAQ,46.5228,46.521,46.4952,46.4629,46.4312,44.6806,44.2266,43.9688,43.7955,43.6699,44.6803,44.6578,45.0765,45.373,45.5691,-2.0772,-2.079,-2.1048,-2.1371,-2.1688,-3.9194,-4.3734,-4.6312,-4.8045,-4.9301,-3.9197,-3.9422,-3.5235,-3.227,-3.0309
"POLYGON ((-77.1463003116731 37.8560240465898,-77.1645878154198 37.8560000989606,-77.1646198019333 37.8704997294336,-77.1463287441478 37.8705236816194,-77.1463003116731 37.8560240465898))",13248,80757,38,21,7,8,"3573",3.6318,23.2,PPAQ,21120,27878400,13220,80757,38,21,7,32.2,3573,PPAQ,24.5496,24.5456,24.5244,24.4983,24.4725,23.421,23.0598,22.8499,22.7084,22.6059,23.4208,23.3555,23.652,23.88,24.0346,-7.6504,-7.6544,-7.6756,-7.7017,-7.7275,-8.779,-9.1402,-9.3501,-9.4916,-9.5941,-8.7792,-8.8445,-8.548,-8.32,-8.1654
"POLYGON ((-77.0914377396743 37.8560789852969,-77.1097252724195 37.8560634897602,-77.109746596798 37.8705631322947,-77.0914555099971 37.8705786307799,-77.0914377396743 37.8560789852969))",13260,80760,38,24,7,-7,"3576",10.0569,32,PPAQ,21120,27878400,13232,80760,38,24,7,33.8,3576,PPAQ,37.3253,37.3113,37.2447,37.1584,37.0721,34.5955,33.367,32.6375,32.1461,31.7914,34.5952,34.1022,34.9468,35.6951,36.2184,3.5253,3.5113,3.4447,3.3584,3.2721,0.7955,-0.433,-1.1625,-1.6539,-2.0086,0.7952,0.3022,1.1468,1.8951,2.4184
"POLYGON ((-77.1645558413342 37.84150040996,-77.1828397800024 37.8414736500641,-77.1828753067387 37.8559733339722,-77.1645878154198 37.8560000989606,-77.1645558413342 37.84150040996))",13636,80852,39,20,7,11,"3668",6.8024,36.2,PPAQ,21120,27878400,13607,80852,39,20,7,40.2,3668,PPAQ,40.3986,40.3986,40.3657,40.3238,40.2822,38.0534,37.459,37.12,36.8919,36.7267,38.0531,38.0268,38.576,38.9671,39.2262,0.1986,0.1986,0.1657,0.1238,0.0822,-2.1466,-2.741,-3.08,-3.3081,-3.4733,-2.1469,-2.1732,-1.624,-1.2329,-0.9738
"POLYGON ((-77.1462718902454 37.8415243530328,-77.1645558413342 37.84150040996,-77.1645878154198 37.8560000989606,-77.1463003116731 37.8560240465898,-77.1462718902454 37.8415243530328))",13640,80853,39,21,7,5,"3669",3.1499,29.8,PPAQ,21120,27878400,13611,80853,39,21,7,32.8,3669,PPAQ,29.8631,29.8619,29.835,29.8007,29.7667,28.138,27.6528,27.3735,27.1853,27.0492,28.1376,28.0818,28.5059,28.8202,29.0308,-2.9369,-2.9381,-2.965,-2.9993,-3.0333,-4.662,-5.1472,-5.4265,-5.6147,-5.7508,-4.6624,-4.7182,-4.2941,-3.9798,-3.7692
"POLYGON ((-77.1644919304177 37.8125008601091,-77.1827687679238 37.8124741103972,-77.1828042670668 37.8269739085613,-77.1645238796693 37.8270006633651,-77.1644919304177 37.8125008601091))",14421,81044,41,20,7,5,"3860",7.8753,35,PPAQ,21120,27878400,14390,81044,41,20,7,37,3860,PPAQ,40.7227,40.7345,40.6954,40.6416,40.5872,37.2875,36.485,36.0318,35.7278,35.5077,37.2872,37.3061,38.0955,38.6428,39.0014,3.7227,3.7345,3.6954,3.6416,3.5872,0.2875,-0.515,-0.9682,-1.2722,-1.4923,0.2872,0.3061,1.0955,1.6428,2.0014
"POLYGON ((-77.1644599935723 37.798001001125,-77.1827332825655 37.7979742565048,-77.1827687679238 37.8124741103972,-77.1644919304177 37.8125008601091,-77.1644599935723 37.798001001125))",14814,81140,42,20,7,2,"3956",8.0835,29.6,PPAQ,21120,27878400,14783,81140,42,20,7,31.4,3956,PPAQ,32.5311,32.5533,32.507,32.4404,32.3725,27.9962,26.9784,26.4061,26.0229,25.7455,27.9959,28.0531,29.0834,29.7896,30.2499,1.1311,1.1533,1.107,1.0404,0.9725,-3.4038,-4.4216,-4.9939,-5.3771,-5.6545,-3.4041,-3.3469,-2.3166,-1.6104,-1.1501
"POLYGON ((-77.1461866921803 37.79802493053,-77.1644599935723 37.798001001125,-77.1644919304177 37.8125008601091,-77.1462150805055 37.8125247940698,-77.1461866921803 37.79802493053))",14818,81141,42,21,7,-4,"3957",10.9286,22.6,PPAQ,21120,27878400,14787,81141,42,21,7,25.4,3957,PPAQ,29.0935,29.112,29.0747,29.0207,28.9655,25.4368,24.6081,24.1413,23.8288,23.6025,25.4364,25.4691,26.3007,26.8748,27.2498,3.6935,3.712,3.6747,3.6207,3.5655,0.0368,-0.7919,-1.2587,-1.5712,-1.7975,0.0364,0.0691,0.9007,1.4748,1.8498
"POLYGON ((-77.0548200474534 37.7981023492448,-77.0730933901755 37.7980924959494,-77.0731075843637 37.8125923723524,-77.0548306930974 37.8126022275236,-77.0548200474534 37.7981023492448))",14838,81146,42,26,7,-30,"3962",9.0444,15.6,PPAQ,21120,27878400,14807,81146,42,26,7,13.8,3962,PPAQ,19.0603,19.1182,19.0458,18.9254,18.7979,14.9675,13.0705,11.9358,11.1721,10.6209,14.9677,14.4576,16.0101,17.2997,18.1817,5.2603,5.3182,5.2458,5.1254,4.9979,1.1675,-0.7295,-1.8642,-2.6279,-3.1791,1.1677,0.6576,2.2101,3.4997,4.3817
"POLYGON ((-77.1644280691259 37.7835010873457,-77.1826978109837 37.7834743478169,-77.1827332825655 37.7979742565048,-77.1644599935723 37.798001001125,-77.1644280691259 37.7835010873457))",15206,81236,43,20,7,-1,"4052",3.9712,33.6,PPAQ,21120,27878400,15175,81236,43,20,7,31.8,4052,PPAQ,32.5015,32.5306,32.485,32.4172,32.3473,27.5886,26.529,25.9354,25.5385,25.2511,27.5884,27.6779,28.7756,29.521,30.0048,0.7015,0.7306,0.685,0.6172,0.5473,-4.2114,-5.271,-5.8646,-6.2615,-6.5489,-4.2116,-4.1221,-3.0244,-2.279,-1.7952
"POLYGON ((-77.1461583148763 37.7835250121953,-77.1644280691259 37.7835010873457,-77.1644599935723 37.798001001125,-77.1461866921803 37.79802493053,-77.1461583148763 37.7835250121953))",15210,81237,43,21,7,-9,"4053",8.8708,24.8,PPAQ,21120,27878400,15179,81237,43,21,7,26,4053,PPAQ,29.2962,29.3223,29.2836,29.2254,29.1653,25.0277,24.1138,23.601,23.2582,23.01,25.0275,25.095,26.0374,26.6808,27.0989,3.2962,3.3223,3.2836,3.2254,3.1653,-0.9723,-1.8862,-2.399,-2.7418,-2.99,-0.9725,-0.905,0.0374,0.6808,1.0989
"POLYGON ((-77.0730792014978 37.7835925647522,-77.0913489915458 37.7835798986432,-77.0913667273868 37.7980798274287,-77.0730933901755 37.7980924959494,-77.0730792014978 37.7835925647522))",15226,81241,43,25,7,-28,"4057",11.6565,7.8,PPAQ,21120,27878400,15195,81241,43,25,7,14.8,4057,PPAQ,14.7087,14.7621,14.708,14.6161,14.5183,10.9064,9.43795,8.5707,7.98782,7.56688,10.9067,10.6801,11.9884,13.0129,13.7029,-0.0913,-0.0379,-0.092,-0.1839,-0.2817,-3.8936,-5.36205,-6.2293,-6.81218,-7.23312,-3.8933,-4.1199,-2.8116,-1.7871,-1.0971
"POLYGON ((-77.0548094059424 37.7836024161717,-77.0730792014978 37.7835925647522,-77.0730933901755 37.7980924959494,-77.0548200474534 37.7981023492448,-77.0548094059424 37.7836024161717))",15230,81242,43,26,7,-31,"4058",9.364,12,PPAQ,21120,27878400,15199,81242,43,26,7,15.6,4058,PPAQ,16.2046,16.2723,16.21,16.1005,15.9833,12.2296,10.4637,9.41172,8.70445,8.19406,12.2298,11.8323,13.3438,14.5695,15.4014,0.6046,0.6723,0.61,0.5005,0.3833,-3.3704,-5.1363,-6.18828,-6.89555,-7.40594,-3.3702,-3.7677,-2.2562,-1.0305,-0.1986
"POLYGON ((-77.0365396062564 37.7836094529008,-77.0548094059424 37.7836024161717,-77.0548200474534 37.7981023492448,-77.0365467005984 37.7981093873137,-77.0365396062564 37.7836094529008))",15234,81243,43,27,7,-35,"4059",9.5171,13.2,PPAQ,21120,27878400,15203,81243,43,27,7,15.2,4059,PPAQ,17.0317,17.1098,17.0411,16.9185,16.7866,12.9438,10.9613,9.77281,8.97309,8.39607,12.944,12.4297,14.0909,15.4649,16.4018,1.8317,1.9098,1.8411,1.7185,1.5866,-2.2562,-4.2387,-5.42719,-6.22691,-6.80393,-2.256,-2.7703,-1.1091,0.2649,1.2018
"POLYGON ((-77.1095762334874 37.7545644055176,-77.1278389182105 37.7545461170009,-77.127863729095 37.7690461461466,-77.1095974999702 37.7690644381465,-77.1095762334874 37.7545644055176))",16003,81431,45,23,7,-11,"4247",2.3235,20.6,PPAQ,21120,27878400,15970,81431,45,23,7,20,4247,PPAQ,19.8237,19.8582,19.8316,19.7853,19.7358,16.4098,15.6388,15.2036,14.913,14.7028,16.4099,16.4934,17.3118,17.8746,18.24,-0.1763,-0.1418,-0.1684,-0.2147,-0.2642,-3.5902,-4.3612,-4.7964,-5.087,-5.2972,-3.5901,-3.5066,-2.6882,-2.1254,-1.76
"POLYGON ((-77.1825914788178 37.7399743023073,-77.200850573783 37.7399447649824,-77.2008895470823 37.7544448268343,-77.1826269091179 37.7544743697856,-77.1825914788178 37.7399743023073))",16376,81523,46,19,7,-3,"4339",6.136,29.8,PPAQ,21120,27878400,16343,81523,46,19,7,25.6,4339,PPAQ,31.6315,31.6734,31.6327,31.567,31.498,26.3925,25.3281,24.7352,24.3391,24.0522,26.3926,26.6233,27.8057,28.5845,29.085,6.0315,6.0734,6.0327,5.967,5.898,0.7925,-0.2719,-0.8648,-1.2609,-1.5478,0.7926,1.0233,2.2057,2.9845,3.485
